ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
gHhgiDxgvJ	Coxsackievirus infectious disease	Coxsackievirus infectious disease	DISEASE	C0010246	Coxsackievirus Infections	A heterogeneous group of infections produced by coxsackieviruses, including HERPANGINA, aseptic meningitis (MENINGITIS, ASEPTIC), a common-cold-like syndrome, a non-paralytic poliomyelitis-like syndrome, epidemic pleurodynia (PLEURODYNIA, EPIDEMIC) and a serious MYOCARDITIS.	T047	Disease or Syndrome	coxsackie disease, Coxsackie virus disease, coxsackie virus infections, virus coxsackie, Coxsackie Virus Infections, coxsackievirus infection, disease coxsackie, Infections, Coxsackie Virus, Coxsackie Virus Infection, Coxsackievirus infections, coxsackie viral infection, infections coxsackievirus, Coxsackievirus Infection, Coxsackievirus Infections, coxsackievirus infections, Infections, Coxsackievirus, coxsackie viral infections, coxsackie virus, coxsackie virus infection, disease coxsackie virus, Coxsackie virus disease (disorder)	0.887
R99rLEnbKK	Human African Trypanosomiasis									
R3rGFyw8vy	Listeria Meningitis	Listeria Meningitis	DISEASE	C0025293	Meningitis, Listeria	Inflammation of the meninges caused by LISTERIA MONOCYTOGENES infection, usually occurring in individuals under the age of 3 years or over the age of 50 years. It may occur at any age in individuals with IMMUNOLOGIC DEFICIENCY SYNDROMES. Clinical manifestations include FEVER, altered mentation, HEADACHE, meningeal signs, focal neurologic signs, and SEIZURES. (From Medicine 1998 Sep;77(5):313-36)	T047	Disease or Syndrome	Meningitides, Listeria monocytogenes, MENINGITIS, LISTERIA, Meningitis due to listeriosis, LISTERIA MENINGITIS, Meningitides, Listeria, Meningitis, Listeria monocytogenes, Listeria monocytogenes Meningitis, Listeria Meningitides, Listeria meningitis (disorder), listeria meningitis, Listeria Meningitis, Listeria meningitis, meningitis listeria, Listeria monocytogenes Meningitides	1.0
rhLFzTEcvZ	Common wart									
juySwv5MrF	Flavivirus infections	Flavivirus infections	DISEASE	C0206608	Flavivirus Infections	Infections with viruses of the genus FLAVIVIRUS, family FLAVIVIRIDAE.	T047	Disease or Syndrome	Disease caused by Flavivirus (disorder), Disease caused by Flavivirus, Disease due to Flavivirus, DISEASES DUE TO FLAVIVIRUS, Infection, Flavivirus, Disease due to Flavivirus, NOS, Infections, Flavivirus, Flavivirus Infection	1.0
Zssn6EmPVL	Pasteurella hemorrhagic Septicemia	hemorrhagic Septicemia	DISEASE	C0086973	Hemorrhagic Septicemia	Any of several bacterial diseases, usually caused by PASTEURELLA MULTOCIDA, marked by the presence of hemorrhagic areas in the subcutaneous tissues, serous membranes, muscles, lymph glands, and throughout the internal organs. The diseases primarily affect animals and rarely humans.	T047	Disease or Syndrome	Septicemia, Hemorrhagic, Hemorrhagic Septicemia, Haemorrhagic Septicemia, Hemorrhagic septicemia, Hemorrhagic Septicaemia, Haemorrhagic Septicaemia	1.0
kd6imL6kHx	Pseudomonas Aeruginosa Cf5 infection	Aeruginosa Cf5	DISEASE	C5060694	Pseudomonas virus CF5		T005	Virus	Pseudomonas aeruginosa virus CF5	0.791
kd6imL6kHx	Pseudomonas Aeruginosa Cf5 infection	infection	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
S6HXxtwvaP	Adult T-Cell Leukemia/Lymphoma	Adult T-Cell Leukemia/Lymphoma	DISEASE	C0023493	Adult T-Cell Lymphoma/Leukemia	Aggressive T-Cell malignancy with adult onset, caused by HUMAN T-LYMPHOTROPIC VIRUS 1. It is endemic in Japan, the Caribbean basin, Southeastern United States, Hawaii, and parts of Central and South America and sub-Saharan Africa.	T191	Neoplastic Process	Leukemia-Lymphoma, Human T-Cell, human T cell leukemia, Adult T-cell leukemia/lymphoma (morphologic abnormality), HTLV I Associated T Cell Leukemia Lymphoma, Adult T-cell leukaemia/lymphoma (HTLV-1 positive), Adult T-Cell Leukemia-Lymphoma, Adult T-cell leukemia, Adult T-cell leukaemia, T-Cell Leukemia, Adult, Adult T-Cell Leukemia/Lymphoma, Adult T-Cell Lymphoma/Leukemia, adult T-cell leukemia/lymphoma, Human T Cell Leukemia Lymphoma, Leukemia-Lymphoma, Adult T-Cell, Leukemia-Lymphoma, HTLV-I-Associated T-Cell, Adult T-cell leukemia/lymphoma, T-Cell Leukemia-Lymphoma, Human, Leukemias, Adult T-Cell, adult t-cell leukemia, adult t-cell lymphoma, HTLV-Associated Leukemia-Lymphomas, Adult T Cell Lymphoma/Leukemia, HTLV-I-Associated T-Cell Leukemia-Lymphomas, Human T-Cell Leukemia-Lymphomas, t-all, Adult T-cell leukaemia/lymphoma, HTLV-I associated adult T-cell leukemia/lymphoma, Adult T-cell leukemia/lymphoma (clinical), Adult T-cell leukaemia/lymphoma (clinical), Leukemia-Lymphomas, Human T-Cell, HTLV Associated Leukemia Lymphoma, Leukemia-Lymphoma, T-Cell, Acute, HTLV-I-Associated, T Cell Leukemia Lymphoma, Adult, HTLV-1 Associated Adult T-Cell Lymphoma/Leukemia, Human T Lymphotropic Virus Associated Leukemia Lymphoma, T-Cell Leukemia-Lymphomas, HTLV-I-Associated, T Cell Leukemia Lymphoma, HTLV I Associated, Adult T-cell lymphoma/leukaemia, t cell acute leukemia, T-cell leukemia/lymphoma, adult, Human T-Cell Leukemia-Lymphoma, T-Cell Leukemia-Lymphomas, Human, Leukemia-Lymphomas, HTLV-Associated, Adult T-cell leukemia/lymphoma (disorder), Leukemia Lymphoma, Adult T Cell, HTLV-Associated Leukemia-Lymphoma, Leukemia-Lymphomas, Adult T-Cell, Adult T-cell leukemia/lymphoma (HTLV-1 positive), T-Cell Leukemia-Lymphoma, HTLV-I-Associated, Adult T-Cell Leukemia-Lymphomas, adult t-cell leukemias, Adult T-cell lymphoma/leukaemia (HTLV-1 +), Adult T-cell lymphoma/leukemia, Leukemia, Adult T Cell, T Cell Leukemia, Adult, Leukemia, Adult T-Cell, Adult T-Cell Leukemia, ATLL, HTLV-I-Associated T-Cell Leukemia-Lymphoma, adult t cell leukemia, Adult T-cell lymphoma/leukemia (HTLV-1 +), Leukemia-Lymphomas, HTLV-I-Associated T-Cell, HTLV-I Associated Adult T-Cell Leukemia/Lymphoma, T-Cell Leukemia-Lymphomas, Adult, Human T Lymphotropic Virus-Associated Leukemia-Lymphoma, Leukemia-Lymphoma, HTLV-Associated, adult T cell leukemia, atll, T-Cell Leukemias, Adult, leukemia/lymphoma, adult T-cell, T-Cell Leukemia-Lymphoma, Adult, human t cell leukemia, Adult T-cell lymphoma, Adult T-Cell Leukemias, Leukemia Lymphoma, T Cell, Acute, HTLV I Associated	1.0
PwFLjYjaH3	Roseolovirus infectious disease									
sRfTcA7BHM	Encephalitozoonosis									
KeCdEMPKRv	Japanese encephalitis	encephalitis	DISEASE	C0014038	Encephalitis	Inflammation of the BRAIN due to infection, autoimmune processes, toxins, and other conditions. Viral infections (see ENCEPHALITIS, VIRAL) are a relatively frequent cause of this condition.	T047	Disease or Syndrome	Inflammation, Brain, Encephalitis, NOS, Encephalitis, inflammation of the brain, Brain Inflammation, brain inflammation, Encephalitis (disorder), ENCEPHALITIS, encephalitis, Brain Inflammations	1.0
UVBhNbu2pL	Pneumocystis infectious disease	Pneumocystis infectious disease	DISEASE	C0851886	Pneumocystis Infections	Infections with species in the genus PNEUMOCYSTIS, a fungus causing interstitial plasma cell pneumonia (PNEUMONIA, PNEUMOCYSTIS) and other infections in humans and other MAMMALS. Immunocompromised patients, especially those with AIDS, are particularly susceptible to these infections. Extrapulmonary sites are rare but seen occasionally.	T047	Disease or Syndrome	PNEUMOCYSTIS CARINII INFECTION, Pneumocystis Infection, Pneumocystis carinii Infections, Infection by Pneumocystis carinii, Pneumocystis Infections, Infection, Pneumocystis	0.848
BykURfvnef	Multidrug-Resistant tuberculosis	tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	T047	Disease or Syndrome	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	1.0
kEUWodL97g	Mononegavirales infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
XLyY2KM9dX	Haemophilus Influenzae Meningitis	Haemophilus Influenzae Meningitis	DISEASE	C0276028	Haemophilus influenzae meningitis		T047	Disease or Syndrome	haemophilus influenzae meningitis, meningitis hemophilus influenzae, Meningitis due to Hemophilus influenzae, hemophilus influenzae meningitis, Haemophilus influenzae meningitis (disorder), Haemophilus influenzae meningitis, Meningitis due to H. influenzae	1.0
vfrRBkPrgG	Abdominal tuberculosis	tuberculosis	DISEASE	C0041296	Tuberculosis	Any of the infectious diseases of man and other animals caused by species of MYCOBACTERIUM TUBERCULOSIS.	T047	Disease or Syndrome	Tuberculous, TUBERCULOSIS, Koch Disease, Mycobacterium tuberculosis Infection, Infection, Mycobacterium tuberculosis, Mycobacterium tuberculosis Infections, Tuberculous (qualifier value), TB, tuberculous, INFECTION TUBERCULOSIS, tbc, TBC, tuberculosis, Tuberculosis, NOS, Infection due to Mycobacterium tuberculosis, Infection caused by Mycobacterium tuberculosis, tuberculosis infection, Tuberculosis (TB), Tuberculotic, INFECTION TBC, Kochs Disease, Infections, Mycobacterium tuberculosis, Tuberculoses, Koch's Disease, Infection caused by Mycobacterium tuberculosis (disorder), Tuberculosis, Tuberculosis (disorder), infection tuberculosis, tuberculosis (TB), tb, TB - Tuberculosis	1.0
hiut2kKFdK	Glanders									
WwfxFCpJ87	Cerebral Toxoplasmosis	Cerebral Toxoplasmosis	DISEASE	C0085315	Toxoplasmosis, Cerebral	Infections of the BRAIN caused by the protozoan TOXOPLASMA gondii that primarily arise in individuals with IMMUNOLOGIC DEFICIENCY SYNDROMES (see also AIDS-RELATED OPPORTUNISTIC INFECTIONS). The infection may involve the brain diffusely or form discrete abscesses. Clinical manifestations include SEIZURES, altered mentation, headache, focal neurologic deficits, and INTRACRANIAL HYPERTENSION. (From Joynt, Clinical Neurology, 1998, Ch27, pp41-3)	T047	Disease or Syndrome	Encephalitis due to acquired toxoplasmosis, brain toxoplasmosis, Toxoplasmosis of brain, Toxoplasmoses, Cerebral, Meningoencephalitis due to acquired toxoplasmosis (disorder), TE - Toxoplasma encephalitis, Acquired toxoplasmal meningoencephalitis, cns toxoplasmosis, toxoplasmosis cerebral, Toxoplasma encephalitis (disorder), Toxoplasmosis, Cerebral, Cerebral toxoplasmosis, toxoplasma gondii encephalitis, Toxoplasma encephalitis, Meningoencephalitis due to acquired toxoplasmosis, cerebral toxoplasmosis, Toxoplasma meningoencephalitis, Toxoplasmosis encephalitis, Cerebral Toxoplasmosis, toxoplasma encephalitis, Meningoencephalitis due to toxoplasmosis, TOXOPLASMA MENINGOENCEPHALITIS, toxoplasmosis encephalitis	1.0
TWHkvFRbWR	Whipple's disease	Whipple's disease	DISEASE	C0023788	Whipple Disease	A systemic infection caused by the Gram-positive bacterium Tropheryma whipplei. It affects the small intestine resulting in malabsorption. Other sites or systems affected by the infection are the joints, central nervous system, and the cardiovascular system.	T047	Disease or Syndrome	disease whipple's, Intestinal Whipple's disease, WD - Whipple's disease, Lipodystrophy, Intestinal, Whipple Disease, Whipple's disease, LIPODYSTROPHY, INTESTINAL, whipples disease, Whipple's disease (disorder), Whipple's Disease, whipple disease, disease whipple, Whipple disease, INTESTINAL LIPODYSTROPHY, WHIPPLES DISEASE, Intestinal Lipodystrophy, Disease, Whipple's, whipple's disease, Intestinal lipodystrophy, Whipples Disease, intestinal lipodystrophy, SPRUE, NONTROPICAL, SECONDARY, GRANULOMATOSIS, LIPOPHAGIC, INTESTINAL, Disease, Whipple	1.0
9V2tacwhx7	Laryngeal tuberculosis									
whChtjGGdW	Infectious Meningitis	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
E2mxws5eR6	Cowpox									
A4vLgZ45tN	Tick infestation									
CDBKBGxoRq	Pneumococcal infection	infection	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
tsXngUeuUk	Pneumococcal Bacteremia	Bacteremia	DISEASE	C0004610	Bacteremia	The presence of viable bacteria circulating in the blood. Fever, chills, tachycardia, and tachypnea are common acute manifestations of bacteremia. The majority of cases are seen in already hospitalized patients, most of whom have underlying diseases or procedures which render their bloodstreams susceptible to invasion.	T047	Disease or Syndrome	Unspecified bacteremia, Bacteremia, Bacteremias, bacteraemia, bacteria in the blood, bacteremias, Bacteremia (finding), Bacteraemia, Bacteremia, NOS, blood poisoning, BACTEREMIA, bacteremia	1.0
JACwmrJx52	Bacterial sexually transmitted disease									
vUVN5E9MhD	Herpes Zoster	Herpes Zoster	DISEASE	C0019360	Herpes zoster disease	An acute infectious, usually self-limited, disease believed to represent activation of latent varicella-zoster virus (HERPESVIRUS 3, HUMAN) in those who have been rendered partially immune after a previous attack of CHICKENPOX. It involves the SENSORY GANGLIA and their areas of innervation and is characterized by severe neuralgic pain along the distribution of the affected nerve and crops of clustered vesicles over the area. (From Dorland, 27th ed)	T047	Disease or Syndrome	Herpes zoster, herpes zoster infection, Herpes zoster infection, zona, Shingles, SHINGLES, zonas, Herpes zoster NOS, Shingles (Disease), Herpes Zoster, Herpes zoster, NOS, Herpes zoster (disorder), herpes zona, HERPES ZOSTER, Zona, ZONA, Zoster, zoster, herpes zoster, shingles	1.0
PYT7NXiQVQ	Cytomegalovirus virus reactivation									
fUvQuM3SFg	Anaerobic bacteria infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
DC6rMoCzet	Pneumocystosis	Pneumocystosis	DISEASE	C1535939	Pneumocystis jiroveci pneumonia	Pneumonia resulting from infection with Pneumocystis jirovecii, frequently seen in the immunologically compromised, such as persons with AIDS, or steroid-treated individuals, the elderly, or premature or debilitated babies during their first three months. Patients may be only slightly febrile (or even afebrile), but are likely to be extremely weak, dyspneic, and cyanotic. This is a major cause of morbidity among patients with AIDS.	T047	Disease or Syndrome	PCP Infections, P carinii Pneumonias, Pneumonia, Pneumocystis carinii, Pneumonia, Interstitial Plasma Cell, Pneumocystis pneumonia, PNEUMONIA, PNEUMOCYSTIS CARINII, PNEUMOCYSTIS CARINII PNEUMONIA, Pneumonia, Pneumocystis, Pneumocystosis (disorder), Pneumonia, P. carinii, Pneumonia, P. jirovecii, pcp, Pneumocystis carinii pneumonia, Pneumocystosis jirovecii pneumonia, Pneumonias, PCP, PNEUMOCYSTIS PNEUMONIA, Pulmonary pneumocystosis, PNEUMONIA, PNEUMOCYSTIS, Pneumocystis jirovecii pneumonia, PCP Pneumonias, Pneumonia, PCP, interstitial plasma cell pneumonia, P. carinii Pneumonia, PCP - Pneumocystis pneumonia, PCP Infection, P. carinii Pneumonias, Infection, PCP, Pneumonia, Pneumocystis jirovecii, Pneumocystis, pneumocystis carinii pneumonia (PCP), PNEUMONIA, INTERSTITIAL PLASMA CELL, pneumocystosis, Pneumocystosis, pulmonary, Pneumocystis carinii Pneumonia, P. jirovecii Pneumonias, Interstitial plasma cell pneumonia, P carinii Pneumonia, P. jirovecii Pneumonia, Pneumocystoses, Pneumocystis jirovecii Pneumonia, Pneumocystis Carinii Pneumonia, Pneumocystosis jirovecii pneumonia (disorder), Pneumonia, P carinii, Pneumocystis Pneumonias, Pneumocystis Pneumonia, Pneumocystosis, pneumocystis pneumonia, Pneumocystosis pneumonia, pneumocystis carinii pneumonia, PCP, Pneumonia due to Pneumocystis carinii, PCP Pneumonia	1.0
xh5GPNnxVs	Ornithosis									
hLnpheH96v	Whooping cough									
8mM4CYjrap	Arenavirus hemorrhagic fever	Arenavirus hemorrhagic fever	DISEASE	C0153112	Arenaviral hemorrhagic fever		T047	Disease or Syndrome	Arenaviral haemorrhagic fever, NOS, Arenaviral hemorrhagic fever, Arenaviral hemorrhagic fever, NOS, Arenaviral haemorrhagic fever, Arenaviral hemorrhagic fever (disorder)	0.927
BVxv76egKz	Vulvovaginal Candidiasis	Vulvovaginal Candidiasis	DISEASE	C0700345	Candidiasis, Vulvovaginal	Infection of the VULVA and VAGINA with a fungus of the genus CANDIDA.	T047	Disease or Syndrome	VULVOVAGINAL CANDIDIASIS, candidiasis vagina vulva, VULVOVAGINITIS, MYCOTIC, THRUSH, VULVOVAGINAL, moniliasis vulvovaginal, Vulvovaginal Candidiasis, Candidiasis of vulva and vagina, Vulvovaginal thrush, vulvovaginal candidiasis, candidal vulvovaginitis, candidiasis vulvovaginal, Candidiasis, Vulvovaginal, Vulvovaginal Moniliasis, Moniliasis, Vulvovaginal, Candidal vulvovaginitis, Candidiasis, vulvovaginal, candida vulvovaginitis, monilial vulvovaginitis, Monilial vulvovaginitis, Candidal vulvovaginitis (disorder)	1.0
JMjuyV46fp	Rubella									
Lc7cptQz7P	Staphylococcal Toxemia	Toxemia	DISEASE	C0040524	Septic Toxemia	A condition produced by the presence of toxins or other harmful substances in the BLOOD.	T047	Disease or Syndrome	TOXEMIA, toxaemia, toxemias, toxemia, Toxemia, Toxemia, NOS, blood poisoning, Toxemias, Toxaemia, NOS	1.0
85PBMPfLKk	Arterivirus infectious disease	Arterivirus infectious disease	DISEASE	C0206604	Arterivirus Infections	Infections caused by viruses of the genus ARTERIVIRUS.	T047	Disease or Syndrome	Infection, Arterivirus, Arterivirus Infection, Infections, Arterivirus	0.809
q8kHTUR24b	Hiv infection									
7mngAwYcKk	Rickettsiaceae infectious disease	infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
swyeRJWPAD	Anaerobic Meningitis	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
w34ZB3Y6io	Bacterial Meningitis caused by Gram-negative bacteria	Meningitis	DISEASE	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
SLR8xQ8dA9	Splenic tuberculosis	Splenic tuberculosis	DISEASE	C0041331	Tuberculosis, Splenic	Infection of the spleen with species of MYCOBACTERIUM.	T047	Disease or Syndrome	Splenic Tuberculosis, Tuberculosis of spleen (disorder), Tuberculoses, Splenic, Splenic Tuberculoses, Tuberculosis of spleen	1.0
h7k3JoGpuL	Tinea Pedis	Tinea	DISEASE	C0040247	Tinea	Fungal infection of keratinized tissues such as hair, skin and nails. The main causative fungi include MICROSPORUM; TRICHOPHYTON; and EPIDERMOPHYTON.	T047	Disease or Syndrome	Dermatophytosis, Dermatophytoses, tinea infection, Tinea, NOS, Tinea Infection, Microsporic tinea, Ringworm, Ringworm, NOS, Tineas, Microsporic tinea NOS, ringworm, infection tinea, Tinea, TINEA, tinea infections, Microsporic tinea, NOS, Tinea Infections, Ringworm NOS, tinea, tineas, ringworms	1.0
6oLcxinESR	Hiv-Associated Nephropathy	Nephropathy	DISEASE	C0022658	Kidney Diseases	Pathological processes of the KIDNEY or its component tissues.	T047	Disease or Syndrome	RENAL DISORDERS: NONSPECIFIC, nephropathy, KIDNEY DISEASE, Kidney diseases, Nephropathy NOS, Renal disease NOS, nephropathies, RENAL DISORDER, renal disorders, Kidney disease, NOS, Kidney Disorder, DISORDER RENAL, Kidneys--Diseases, Renal disease, Renal disease, NOS, Disorder of kidney, kidney diseases, Disease of kidney, Renal Disease, renal diseases, DISORDER KIDNEY, Kidney disease (disorder), Disease, Kidney, RENAL DISEASE, NOS, Renal disorder, NOS, Nephropathy, Diseases, Kidney, Renal disorder, renal disease, diseases kidneys, Nephropathy, NOS, Renal Disorder, NEPHROPATHY NOS, Kidney disease, RENAL DISORDERS, kidney disorders, Kidney Disorders, kidney disorder, nephrologic disease, renal disorder, kidney disease, Kidney Disease, Kidney Diseases	1.0
4gZzqLe97Q	Protozoal dysentery	Protozoal dysentery	DISEASE	C0276774	Protozoal intestinal disease		T047	Disease or Syndrome	Protozoal diarrhea, Protozoal diarrhoea, Protozoal intestinal disease (disorder), Unspecified protozoal intestinal disease, Protozoal dysentery NOS, protozoal diarrhoea, Protozoal colitis, NOS, Protozoal intestinal disease, NOS, Protozoal intestinal disease, Protozoal dysentery, NOS	0.939
mhQhek8Do3	Ebola hemorrhagic fever	Ebola hemorrhagic fever	DISEASE	C0282687	Hemorrhagic Fever, Ebola	A highly fatal, acute hemorrhagic fever caused by EBOLAVIRUS.	T047	Disease or Syndrome	Infection, Ebola, Ebola haemorrhagic fever, Ebola, EHF, Ebola virus infection, Virus Infection, Ebola, ebola fever hemorrhagic, ebola virus disease, EVD - Ebola virus disease, ebola virus infection, Infection, Ebolavirus, Viral haemorrhagic fever, Ebola, Ebola Hemorrhagic Fever, Ebola virus disease, Viral hemorrhagic fever, Ebola, Ebolavirus Infection, Ebolavirus Infections, Hemorrhagic Fever, Ebola, Ebola virus disease (disorder), ebola haemorrhagic fever, Ebola Virus Infection, Ebola fever, Ebola Virus Disease, Ebola hemorrhagic fever, Infections, Ebolavirus, ebola hemorrhagic fever, Ebola Infection, Infection, Ebola Virus, disease ebola	1.0
o5GwxvMQCH	Balantidiasis									
