ID	InputText	Entity	EntityLabel	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score
byUi2y4GVF	Mycobacterium Avium complex (Mac) (Mycobacterium Avium-Intracellulare [mai])	mai	ENTITY	C0026914	Mycobacterium avium Complex	A complex that includes several strains of M. avium. M. intracellulare is not easily distinguished from M. avium and therefore is included in the complex. These organisms are most frequently found in pulmonary secretions from persons with a tuberculous-like mycobacteriosis. Strains of this complex have also been associated with childhood lymphadenitis and AIDS; M. avium alone causes tuberculosis in a variety of birds and other animals, including pigs.	T007	Bacterium	maic, MAIC, Mycobacterium avium-intracellulare, Mycobacterium avium Complex, Mycobacterium, MAIS group, mac, mai, Avium, intracellulare, scrofulaceum group, Mycobacterium avium complex (MAC), Mycobacterium avium complex sp., mycobacterium avium complex, MAC complex, Mycobacterium avium complex bacterium, Mycobacterium avium-intracellulare Complex, MAC (Mycobacterium avium Complex), MAIS complex, Mycobacterium avium complex, mycobacterium avium complex (MAC)	1.0
4V9ko5rMSH	Mycobacterium Chelonae	Mycobacterium	ENTITY	C0026912	Genus Mycobacterium	A genus of gram-positive, aerobic bacteria. Most species are free-living in soil and water, but the major habitat for some is the diseased tissue of warm-blooded hosts.	T007	Bacterium	Mycobacterium, NOS, Mycobacterium species, Genus Mycobacterium, Genus Mycobacterium (organism), Mycobacterium, MYCOBACTERIUM, mycobacterium, Mycobacteria	1.0
4V9ko5rMSH	Mycobacterium Chelonae	Chelonae	ENTITY	C4319765	Mycobacterium chelonae chelonae		T007	Bacterium	Mycobacterium chelonae chelonae	0.861
WrEGVdXtCj	Mycobacterium Fortuitum	Mycobacterium Fortuitum	ENTITY	C0317763	Mycobacterium fortuitum	A rapid-growing, nonphotochromogenic species that is potentially pathogenic, producing lesions of lung, bone, or soft tissue following trauma. It has been found in soil and in injection sites of humans, cattle, and cold-blooded animals. (Dorland, 28th ed)	T007	Bacterium	fortuitum mycobacterium, mycobacterium fortuitum, Mycobacterium fortuitum, Mycolicibacterium fortuitum, Mycobacterium ranae, Mycobacterium giae, Mycobacterium fortuitum (organism), Mycobacterium minetti	1.0
ZQj2mVwAQj	Mycobacterium Kansasii	Mycobacterium Kansasii	ENTITY	C0317751	Mycobacterium kansasii	A slow-growing, photochromogenic species that is the etiologic agent of a tuberculosis-like disease in humans and is frequently isolated from human pulmonary secretions or tubercles. The incidence of infection is sharply increased among immunocompromised individuals. (Dorland, 28th ed)	T007	Bacterium	Mycobacterium kansasii, Mycobacterium kansasii (organism), Mycobacterium luciflavum, Group 1 photochromogen, mycobacterium kansasii	1.0
UBLhCYbmWB	Mycobacterium Xenopi	Mycobacterium Xenopi	ENTITY	C0317758	Mycobacterium xenopi	A slow-growing, scotochromogenic species occurring usually harmlessly in human secretions but occasionally associated with chronic pulmonary disease. (Dorland, 28th ed)	T007	Bacterium	Mycobacterium littorale, mycobacterium xenopei, Mycobacterium xenopi, Mycobacterium xenopei, xenopi mycobacterium, mycobacterium xenopi, Mycobacterium xenopi (organism)	1.0
hhQj6oBZMa	Mycobacterium Gordonae infection	Mycobacterium	ENTITY	C0026912	Genus Mycobacterium	A genus of gram-positive, aerobic bacteria. Most species are free-living in soil and water, but the major habitat for some is the diseased tissue of warm-blooded hosts.	T007	Bacterium	Mycobacterium, NOS, Mycobacterium species, Genus Mycobacterium, Genus Mycobacterium (organism), Mycobacterium, MYCOBACTERIUM, mycobacterium, Mycobacteria	1.0
hhQj6oBZMa	Mycobacterium Gordonae infection	Gordonae infection	ENTITY	C1274393	Mycobacterium gordonae infection of skin		T047	Disease or Syndrome	Mycobacterium gordonae infection of skin (disorder)	0.717
UfRukSBR5U	Mycobacterium Haemophilum infection	Mycobacterium	ENTITY	C0026912	Genus Mycobacterium	A genus of gram-positive, aerobic bacteria. Most species are free-living in soil and water, but the major habitat for some is the diseased tissue of warm-blooded hosts.	T007	Bacterium	Mycobacterium, NOS, Mycobacterium species, Genus Mycobacterium, Genus Mycobacterium (organism), Mycobacterium, MYCOBACTERIUM, mycobacterium, Mycobacteria	1.0
UfRukSBR5U	Mycobacterium Haemophilum infection	Haemophilum infection	ENTITY	C0018482	Haemophilus Infections	Infections with bacteria of the genus HAEMOPHILUS.	T047	Disease or Syndrome	Hemophilus Infection, Haemophilus infection, NOS, Infection, Haemophilus, hemophilus infection, Hib, haemophilus infections, Hemophilus diseases, Haemophilus Infections, Infections, Haemophilus, haemophilus infection, Hemophilus Infections, Infection, Hemophilus, Infections, Hemophilus, Haemophilus infection (disorder), Haemophilus infection, Haemophilus infections, Haemophilus Infection, HAEMOPHILUS INFECTIONS	0.931
2pVoUAXnUH	Mycobacterium Marinum infection	Mycobacterium Marinum infection	ENTITY	C0275708	Mycobacterium marinum Infection		T047	Disease or Syndrome	Fish tank granuloma, Infection with Mycobacterium marinum, Mycobacterium marinum infection, Infection caused by Mycobacterium marinum, Infection due to Mycobacterium marinum, Swimming pool granuloma disease, Infection caused by Mycobacterium marinum (disorder), Mycobacterium marinum Infection	1.0
Y2YvdMscY2	Mycoplasma infections (Mycoplasma Pneumoniae)	Mycoplasma infections	ENTITY	C0026936	Mycoplasma Infections	Infections with species of the genus MYCOPLASMA.	T047	Disease or Syndrome	Mycoplasma infection, Mycoplasma infection (disorder), Mycoplasma Infection, mycoplasma infections, MYCOPLASMA INFECTIONS, Disease caused by mycoplasma, mycoplasma infection, Infection, Mycoplasma, Infections, Mycoplasma, Mycoplasma Infections, Disease caused by Mycoplasma, NOS, mycoplasmosis, Mycoplasmosis, NOS, mycoplasma, Mycoplasmosis, Infection by Mycoplasma, NOS, Infection by PPLO, NOS	1.0
Y2YvdMscY2	Mycoplasma infections (Mycoplasma Pneumoniae)	Mycoplasma Pneumoniae	ENTITY	C0026941	Mycoplasma pneumoniae	Short filamentous organism of the genus Mycoplasma, which binds firmly to the cells of the respiratory epithelium. It is one of the etiologic agents of non-viral primary atypical pneumonia in man.	T007	Bacterium	Mycoplasma pneumoniae (organism), Mycoplasmoides pneumoniae, Eaton Liu agent, Eaton Agent, eaton agent, mycoplasma pneumoniae, Schizoplasma pneumoniae, M. pneumoniae, MYCOPLASMA PNEUMONIAE, Filterable agent of primary atypical pneumonia, Mycoplasma pneumoniae	1.0
w8G9JFj9Ea	Myocardial Abscess	Myocardial Abscess	ENTITY	C1320837	Abscess of myocardium		T047	Disease or Syndrome	Abscess of myocardium (disorder)	0.883
wV4YRVqnLp	Naegleria infection and primary Amebic Meningoencephalitis (Pam)	Naegleria	ENTITY	C0027320	Naegleria	A free-living soil amoeba pathogenic to humans and animals. It occurs also in water and sewage. The most commonly found species in man is NAEGLERIA FOWLERI which is the pathogen for primary amebic meningoencephalitis in primates.	T204	Eukaryote	Naegleria, Naegleria, NOS, Naegleria species, Naegleria (organism), naegleria, Genus: Naegleria, Naeglerias	1.0
wV4YRVqnLp	Naegleria infection and primary Amebic Meningoencephalitis (Pam)	infection	ENTITY	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	T047	Disease or Syndrome	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	1.0
wV4YRVqnLp	Naegleria infection and primary Amebic Meningoencephalitis (Pam)	Amebic	ENTITY	C0002642	Amoeba genus	A genus of ameboid protozoa. Characteristics include a vesicular nucleus and the formation of several PSEUDOPODIA, one of which is dominant at a given time. Reproduction occurs asexually by binary fission.	T204	Eukaryote	Amebic, ameba, amoebic, Genus Amoeba, Amoebic, Amoeba, Ameba, Amoeba species, amoeba, AMEBA, Amoeba, NOS, Genus Amoeba (organism), amebic	1.0
wV4YRVqnLp	Naegleria infection and primary Amebic Meningoencephalitis (Pam)	Meningoencephalitis	ENTITY	C0025309	Meningoencephalitis	An inflammatory process involving the brain (ENCEPHALITIS) and meninges (MENINGITIS), most often produced by pathogenic organisms which invade the central nervous system, and occasionally by toxins, autoimmune disorders, and other conditions.	T047	Disease or Syndrome	Meningoencephalitis (disorder), Encephalomeningitis, Meningoencephalitides, meningoencephalitis, encephalomeningitis, Encephalomeningitides, Cerebromeningitides, MENINGOENCEPHALITIS, Cerebromeningitis, Meningoencephalitis	1.0
wV4YRVqnLp	Naegleria infection and primary Amebic Meningoencephalitis (Pam)	Pam	ENTITY	C0300934	Primary Amebic Meningoencephalitis		T047	Disease or Syndrome	Meningoencephalitides, Primary Amebic, Primary amoebic meningoencephalitis, Primary amebic meningoencephalitis, Primary Amebic Meningoencephalitides, Meningoencephalitis, Primary Amebic, primary amebic meningoencephalitis, Amebic Meningoencephalitis, Primary, Amebic Meningoencephalitides, Primary, MENINGOENCEPHALITIS, PRIMARY AMEBIC	1.0
CeThDQMgVM	Needle-Stick guideline	guideline	ENTITY	C0162791	Guidelines	A systematic statement of policy rules or principles. Guidelines may be developed by government agencies at any level, institutions, professional societies, governing boards, or by convening expert panels.	T170	Intellectual Product	Guideline, guidelines, Guidelines, Guidelines as Topics, Guidelines as Topic	1.0
pnxx7YeZSz	Nematode infections	Nematode infections	ENTITY	C0027583	Nematode infections	Infections by nematodes, general or unspecified.	T047	Disease or Syndrome	Infection, Nematode, Nematode infection, Nematode Infections, nematode infections, Roundworm infection, Nematode infection, NOS, Nematode Infection, Disease due to Nematoda, Infections, Nematode, nematodiasis, roundworm, Nematode infection (disorder), DISEASES DUE TO NEMATODA, roundworm infection, Roundworm infection, NOS, infections nematode, Nematodiasis, Round worm infection	1.0
spuJEzvVY8	Neonatal Meningitis	Neonatal	ENTITY	C0021289	Infant, Newborn	An infant during the first 28 days after birth.	T100	Age Group	newborn infant, ^Newborn, Infants, Newborn, Neonates, newborn baby, Newborn, Newborns, Infant, Newborn, neonates, Neonatal, newborn, newborns, neonate, Newborn Infant, Newborn infants, 0-6 weeks old, infant newborn, Newborn (person), Newborn Infants, newborn human (0-6 weeks), NEWBORN, Neonate, Infants (Newborn), NEONATE, newborn infants	1.0
spuJEzvVY8	Neonatal Meningitis	Meningitis	ENTITY	C0025289	Meningitis	Inflammation of the coverings of the brain and/or spinal cord, which consist of the PIA MATER; ARACHNOID; and DURA MATER. Infections (viral, bacterial, and fungal) are the most common causes of this condition, but subarachnoid hemorrhage (HEMORRHAGES, SUBARACHNOID), chemical irritation (chemical MENINGITIS), granulomatous conditions, neoplastic conditions (CARCINOMATOUS MENINGITIS), and other inflammatory conditions may produce this syndrome. (From Joynt, Clinical Neurology, 1994, Ch24, p6)	T047	Disease or Syndrome	Meningitis (disorder), MENINGITIS, meningitis, Meningitis of unspecified cause, Meningitides, Meningitis, unspecified, Inflammation of meninges, Meningitis, Meningitis, NOS, meningitides	1.0
7r8Fd6v6Py	Neurocysticercosis	Neurocysticercosis	ENTITY	C0338437	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)	T047	Disease or Syndrome	Neurocoenurosis, Cerebral cysticercosis (disorder), NEUROCYSTICERCOSIS, Cerebral cysticercosis, cerebral cysticercosis, Neurocysticercoses, Neurocoenuroses, neurocysticercosis, Neurocysticercosis	1.0
LzA9Q9ar7i	Neuroimaging in Neurocysticercosis	Neuroimaging	ENTITY	C0679575	Neuroimaging	Non-invasive methods of visualizing the CENTRAL NERVOUS SYSTEM, especially the brain, by various imaging modalities.	T060	Diagnostic Procedure	Neuroimaging, neuroimaging, Brain Imaging	1.0
LzA9Q9ar7i	Neuroimaging in Neurocysticercosis	Neurocysticercosis	ENTITY	C0338437	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)	T047	Disease or Syndrome	Neurocoenurosis, Cerebral cysticercosis (disorder), NEUROCYSTICERCOSIS, Cerebral cysticercosis, cerebral cysticercosis, Neurocysticercoses, Neurocoenuroses, neurocysticercosis, Neurocysticercosis	1.0
LxYjA5mxcB	Neurological Sequelae of infectious Endocarditis	Neurological Sequelae	ENTITY	C0746864	Neurologic sequelae		T046	Pathologic Function	neurologic sequelae	0.957
LxYjA5mxcB	Neurological Sequelae of infectious Endocarditis	infectious Endocarditis	ENTITY	C0014122	Subacute Bacterial Endocarditis	ENDOCARDIUM infection that is usually caused by STREPTOCOCCUS. Subacute infective endocarditis evolves over weeks and months with modest toxicity and rare metastatic infection.	T047	Disease or Syndrome	Endocarditis Lenta, Subacute bacterial endocarditis (disorder), Endocarditides, Subacute Bacterial, SBE, Subacute endocarditis, bacterial, Bacterial Endocarditis, Subacute, infectious endocarditis, Subacute Bacterial Endocarditides, Subacute endocarditis, lenta, subacute bacterial endocarditis, ENDOCARDITIS, BACTERIAL, SUBACUTE, Bacterial Endocarditides, Subacute, ie, Subacute bacterial endocarditis, bacterial endocarditis subacute, Subacute Bacterial Endocarditis, Endocarditis lenta, sbe, BACTERIAL ENDOCARDITIS (SUBACUTE), Endocarditis, lenta, SBE - Subacute bacterial endocarditis, Bacterial endocarditis, subacute, Endocarditis, Subacute Bacterial, endocarditis infectious, endocarditis lenta	1.0
wBtqigbJyQ	Neuromuscular and Myopathic complications of HIV	Neuromuscular	ENTITY	C1979768	Neuromuscular	Pertaining to muscles and nerves.	T169	Functional Concept	Neuromuscular, Neural, Muscular	1.0
wBtqigbJyQ	Neuromuscular and Myopathic complications of HIV	Myopathic	ENTITY	C0332615	Myopathic facies	A facial appearance characteristic of myopathic conditions. The face appears expressionless with sunken cheeks, bilateral ptosis, and inability to elevate the corners of the mouth, due to muscle weakness. [HPO:curators]	T033	Finding	Myopathic facies (finding), Myopathic facial appearance, Myopathic facies, Myopathic face	0.876
wBtqigbJyQ	Neuromuscular and Myopathic complications of HIV	complications	ENTITY	C0009566	Complication	Any disease or disorder that occurs during the course of, or because of, another disease, treatment, or procedure.	T046	Pathologic Function	medical complication, Complication, NOS, Medical complication, Medical Complication, complications medical, Complications, complications, Complication, complication, Other complication	1.0
wBtqigbJyQ	Neuromuscular and Myopathic complications of HIV	HIV	ENTITY	C0019682	HIV	Human immunodeficiency virus. A non-taxonomic and historical term referring to any of two species, specifically HIV-1 and/or HIV-2. Prior to 1986, this was called human T-lymphotropic virus type III/lymphadenopathy-associated virus (HTLV-III/LAV). From 1986-1990, it was an official species called HIV. Since 1991, HIV was no longer considered an official species name; the two species were designated HIV-1 and HIV-2.	T005	Virus	Immunodeficiency Viruses, Human, HTLV III, HTLV-III, Human immunodeficiency virus, LAV-HTLV-III, LAV, Lymphadenopathy Associated Virus, Viruses, AIDS, Lymphadenopathy-Associated Virus, Virus-HIV, Lymphadenopathy-Associated Viruses, Viruses, Human Immunodeficiency, Virus, Lymphadenopathy-Associated, AIDS Viruses, AIDS Virus, Immunodeficiency Virus, Human, Virus, AIDS, Human T Cell Lymphotropic Virus Type III, Human immunodeficiency virus, NOS, human immunodeficiency virus (HIV), Human T-Lymphotropic Virus Type III, HIV - Human immunodeficiency virus, Human Immunodeficiency Viruses, Human T-Cell Lymphotropic Virus Type III, human immunodeficiency virus, Human T-Cell Leukemia Virus Type III, lymphadenopathy associated virus, Acquired Immunodeficiency Syndrome Virus, htlv-iii, Viruses, Lymphadenopathy-Associated, Acquired Immune Deficiency Syndrome Virus, Virus, Human Immunodeficiency, Human Immunodeficiency Virus, Human T Lymphotropic Virus Type III, Human immunodeficiency virus (organism), AIDS virus, Human T Cell Leukemia Virus Type III, Human immunodeficiency virus (HIV), HIV, htlv iii	1.0
Yd8wf3hWBB	Nocardiosis	Nocardiosis	ENTITY	C0028242	Nocardia Infections	Infections with bacteria of the genus NOCARDIA.	T047	Disease or Syndrome	nocardia infections, NOCARDIOSIS, Nocardiosis, Infections, Nocardia, Nocardiosis NOS, Nocardioses, Infection, Nocardia, nocardia infection, nocardiosis, Nocardiosis, NOS, Nocardial Infection, Nocardia Infection, Nocardiosis (disorder), Nocardia infection	1.0
esdJQ3ZgxA	Nonbacterial Prostatitis	Nonbacterial Prostatitis	ENTITY	C0748023	Bacterial prostatitis	An acute or chronic bacterial infection that affects the prostate gland.	T047	Disease or Syndrome	bacterial prostatitis, Prostatitis caused by bacteria (disorder), Bacterial Prostatitis, Prostatitis caused by bacteria	0.739
2TDZH9eLVp	Noncandidal fungal infections of the mouth	Noncandidal	ENTITY	C0006836	Candida (fungus)	A genus of yeast-like mitosporic Saccharomycetales fungi characterized by producing yeast cells, mycelia, pseudomycelia, and blastophores. It is commonly part of the normal flora of the skin, mouth, intestinal tract, and vagina, but can cause a variety of infections, including CANDIDIASIS; ONYCHOMYCOSIS; VULVOVAGINAL CANDIDIASIS; and CANDIDIASIS, ORAL (THRUSH).	T004	Fungus	Candida, NOS, candida, candidas species, MONILIA, Genus Candida, Monilia, NOS, Torulopsis, Genus Candida (organism), CANDIDA, monilia, Candida, Monilial, Monilias, Torulopsis, NOS, Candida <clade Candida/Lodderomyces clade>, Candida <Saccharomycetales incertae sedis>, torulopsis, monilial, candida species, candida yeast, Monilia, Candidal, Candida species	0.713
2TDZH9eLVp	Noncandidal fungal infections of the mouth	mouth	ENTITY	C0226896	Oral cavity	The oval-shaped oral cavity located at the apex of the digestive tract and consisting of two parts: the vestibule and the oral cavity proper.	T030	Body Space or Junction	Oral cavity, Buccal Cavity, mouths, oral cavity, Cavitas oris, NOS, Cavity, Oral, Orally, mouth anatomy, Mouth, NOS, Cavity of mouth, Oral Cavity, Buccal cavity, NOS, Oral, Cavitas Oris, Cavitas oris, Buccal cavity, Oral cavity structure (body structure), anatomies mouth, Oral cavity, NOS, MOUTH, anatomy mouth, Oral cavity structure, mouth, Mouth	1.0
WijCJYEStW	Nongonococcal infectious arthritis	Nongonococcal	ENTITY	C1960274	Nongonococcal cervicitis		T047	Disease or Syndrome	Nongonococcal cervicitis (disorder), Nonspecific cervicitis	0.782
WijCJYEStW	Nongonococcal infectious arthritis	infectious arthritis	ENTITY	C0003869	Arthritis, Infectious	Arthritis caused by BACTERIA; RICKETTSIA; MYCOPLASMA; VIRUSES; FUNGI; or PARASITES.	T047	Disease or Syndrome	Infection-associated arthritis, Arthritis, Infectious, Pyoarthrosis, NOS, ARTHRITIS PYOGENIC, ARTHRITIS, PYOGENIC, Unspecified infective arthritis, site unspecified, ARTHRITIS, INFECTIOUS, PYARTHROSIS, Pyarthrosis, Pyogenic arthritis, infectious arthritis, ARTHRITIS SEPTIC, Infective arthritis, infective arthritis, INFECTIOUS ARTHRITIS, ARTHRITIS, PURULENT, Infective arthritis or polyarthritis NOS, Infectious Arthritis, SEPTIC ARTHRITIS, pyogenic arthritis, Infective Arthritis, arthritis infectious, Pyogenic arthritis, NOS, Pyoarthrosis, Infective arthritis (disorder), Septic Arthritis, Septic arthritis, Unspecified infective arthritis, Infectious arthritis, PYOGENIC ARTHRITIS, Infective arthritis, NOS, ARTHRITIS, SEPTIC	1.0
ai5N8SDEBw	Norovirus	Norovirus	ENTITY	C0949920	Norovirus	A genus of non-enveloped, capsid covered viruses with T=3 icosahedral symmetry, in the family Caliciviridae. The genome is composed of a linear, single-strand of positive sense RNA. Noroviruses are transmitted by the fecal-oral route and cause gastroenteritis in humans.	T005	Virus	Genus Norovirus (organism), stomach virus, Noroviruses, norwalk-like virus, Norwalk like Viruses, Norovirus, norovirus, virus stomach, norwalk-like viruses, Stomach virus, Genus Norovirus, Norwalk-like viruses, noroviruses, small round structured virus, Norwalk-like Viruses	1.0
eJ7pDdiZL7	Nursing home acquired pneumonia	Nursing home acquired pneumonia	ENTITY	C0949083	Hospital acquired pneumonia	Pneumonia acquired during a hospital stay.	T047	Disease or Syndrome	acquired hospital pneumonias, Hospital acquired pneumonia, HAP - hospital acquired pneumonia, hospital acquired pneumonia, Nosocomial pneumonia, pneumonia hospital acquired, Pneumonia, Hospital Acquired, Hospital Acquired Pneumonias, Nosocomial Pneumonia, Hospital Acquired Pneumonia, nosocomial pneumonias, Nosocomial pneumonia (disorder), nosocomial pneumonia, pneumonia nosocomial	0.727
MfAikGfMKd	Ocular manifestations of HIV infection	Ocular	ENTITY	C0015392	Eye	The organ of sight constituting a pair of globular organs made up of a three-layered roughly spherical structure specialized for receiving and responding to light.	T023	Body Part, Organ, or Organ Component	eyeball, Ocular, Bulbus oculi, Ophthalmology and Optometry, Ocular structure, Eyes, Eye, globe, Optic, Structure of eye proper (body structure), eyeballs, Eyeball structure, eyes, eye, Eyeball, ocular, EYE, Eye structure, Structure of eye proper, Ophthalmic, ?Eye, Eye, NOS, Oculus	1.0
MfAikGfMKd	Ocular manifestations of HIV infection	manifestations	ENTITY	C0205319	Manifest		T169	Functional Concept	Manifest, manifest, manifesting, manifests, Manifest (qualifier value), manifestations, manifestation of, manifestation, manifested	1.0
MfAikGfMKd	Ocular manifestations of HIV infection	HIV infection	ENTITY	C0019693	HIV Infections	Includes the spectrum of human immunodeficiency virus infections that range from asymptomatic seropositivity, thru AIDS-related complex (ARC), to acquired immunodeficiency syndrome (AIDS).	T047	Disease or Syndrome	DISEASES DUE TO IMMUNODEFICIENCY VIRUS, Infection, HIV, HIV seropositivity or positivity, HTLV III Infections, T-Lymphotropic Virus Type III Infections, Human, Infections, HTLV-III, Infection, HTLV-III-LAV, HTLV-III-LAV Infection, Infection, HTLV-III, HTLV-III-LAV Infections, HIV Infections, HIV - Human immunodeficiency virus infection, HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION, HTLV-III Infection, HTLV III LAV Infections, Human Immunodeficiency Virus Infection, Infections, HIV, Infections, HTLV-III-LAV, HIV Infection, HIV disease, HIV DISEASE, Human immunodeficiency virus disease, T Lymphotropic Virus Type III Infections, Human, hiv infection, Human immunodeficiency virus infection, NOS, Human immunodeficiency virus infection, Human immunodeficiency virus [HIV] disease, HIV infection, HIV, HIV infections, HTLV-III Infections, Human immunodeficiency virus infection (disorder)	1.0
X5AJ8gYWDJ	Onchocerciasis (river blindness)	Onchocerciasis	ENTITY	C0029001	Onchocerciasis	Infection with nematodes of the genus ONCHOCERCA. Characteristics include the presence of firm subcutaneous nodules filled with adult worms, PRURITUS, and ocular lesions.	T047	Disease or Syndrome	Onchocerca volvulus infection, Infection caused by Onchocerca volvulus (disorder), ONCHOCERCIASIS, Onchocerciasis, Infection by Onchocerca volvulus, Onchocerciases, onchocercosis, onchocerciasis, Infection caused by Onchocerca volvulus, Onchocercosis, volvulosis, ONCHOCERCOSIS	1.0
X5AJ8gYWDJ	Onchocerciasis (river blindness)	river blindness	ENTITY	C0029002	Onchocerciasis, Ocular	Filarial infection of the eyes transmitted from person to person by bites of Onchocerca volvulus-infected black flies. The microfilariae of Onchocerca are thus deposited beneath the skin. They migrate through various tissues including the eye. Those persons infected have impaired vision and up to 20% are blind. The incidence of eye lesions has been reported to be as high as 30% in Central America and parts of Africa.	T047	Disease or Syndrome	River Blindness, Blindness, River, river blindness, Ocular Onchocerciases, Ocular onchocerciasis (disorder), Onchocerciasis, Ocular, Ocular onchocerciasis, River blindness, Onchocerciases, Ocular, Ocular Onchocerciasis	1.0
fwZHMBP3NY	Orbivirus	Orbivirus	ENTITY	C0206592	Orbivirus	A genus of REOVIRIDAE infecting a wide range of arthropods and vertebrates including humans. It comprises at least 21 serological subgroups. Transmission is by vectors such as midges, mosquitoes, sandflies, and ticks.	T005	Virus	Orbiviruses, ORBIVIRUS, Orbivirus, Orbivirus group, Genus Orbivirus (organism), Orbivirus, NOS, Orbivirus group, NOS, Orbiviridae, Genus Orbivirus	1.0
7xc6qDFrDW	Orf	Orf	ENTITY	C0013570	Ecthyma, Contagious	An infectious dermatitis of sheep and goats, affecting primarily the muzzle and lips. It is caused by a poxvirus and may be transmitted to man.	T047	Disease or Syndrome	orf, DERMATITIS, PUSTULAR, CONTAGIOUS, Dermatitides, Contagious Pustular, Virus Infection, Orf, Contagious Pustular Dermatitides, Pustular Dermatitis, Contagious, Orf Virus Infections, Contagious ecthyma of sheep, Sore mouth [ovine], Dermatitis, Contagious Pustular, Contagious pustular dermatitis, Orf, Infection, Orf Virus, Orf virus disease, contagious ecthyma, Bovine pustular stomatitis, Orf Virus Infection, Contagious Pustular Dermatitis, Contagious ovine ecthyma, ORF, Infections, Orf Virus, Sore mouth (ovine), Ecthyma contagiosum, Contagious pustular stomatitis, Pustular Dermatitides, Contagious, Virus Infections, Orf, Contagious Ecthyma, Contagious ecthyma, Ecthyma, Contagious, ECTHYMA INFECTIOSUM, ECTHYMA CONTAGIOSUM, Orf virus disease (disorder)	1.0
4AHsq3BTGV	Osteomyelitis in emergency medicine	Osteomyelitis	ENTITY	C0029443	Osteomyelitis	INFLAMMATION of the bone as a result of infection. It may be caused by a variety of infectious agents, especially pyogenic (PUS - producing) BACTERIA.	T047	Disease or Syndrome	Pyogenic inflammation of bone, Unspecified osteomyelitis, OM - Osteomyelitis, OSTEOMYELITIS, Osteomyelitis (disorder), Pyogenic inflammation of bone, NOS, Osteomyelitis, NOS, Unspecified osteomyelitis, site unspecified, Osteomyelitides, osteomyelitis, unspecified osteomyelitis, OSTM - Osteomyelitis, a bacterial infection of the bone or bone marrow, Osteomyelitis	1.0
4AHsq3BTGV	Osteomyelitis in emergency medicine	emergency medicine	ENTITY	C0013964	emergency medicine (field)	The branch of medicine concerned with the evaluation and initial treatment of urgent and emergent medical problems, such as those caused by accidents, trauma, sudden illness, poisoning, or disasters. Emergency medical care can be provided at the hospital or at sites outside the medical facility.	T091	Biomedical Occupation or Discipline	Medicine, Emergency, Emergency medicine (qualifier value), Emergency Medicine, emergency medicine, emergency medicine (field), Emergency medicine	1.0
8PbssVpoPh	Pancreatic necrosis and Pancreatic Abscess	Pancreatic necrosis	ENTITY	C0267941	Pancreatitis Necrotizing	A severe form of acute INFLAMMATION of the PANCREAS characterized by one or more areas of NECROSIS in the pancreas with varying degree of involvement of the surrounding tissues or organ systems. Massive pancreatic necrosis may lead to DIABETES MELLITUS, and malabsorption.	T047	Disease or Syndrome	Necrosis, Pancreatic, NECROTIZING PANCREATITIS, Acute Necrotizing Pancreatitis, Pancreatitis Necrotizing, Pancreatitis Necrotising, Acute necrotizing pancreatitis, PANCREATITIS NECROTISING, necrotising pancreatitis, Necrotizing pancreatitis, PANCREATITIS NECROTIZING, acute necrotizing pancreatitis, necrotizing pancreatitis, Acute necrotising pancreatitis, Necrotizing Pancreatitis, Acute, acute necrotising pancreatitis, Pancreatitis Necrotisings, Acute necrotizing pancreatitis (disorder), Pancreatitis, Acute Necrotizing, Pancreatic Necrosis, Necrotising pancreatitis, Pancreatic Necroses, Pancreatitis Necrotizings	1.0
