InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.Synonyms	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.MappingScore
HNVg35xN9E	Serratia infections	Serratia infections	DISEASE	C0085394	Serratia Infections	Infections with bacteria of the genus SERRATIA.	Bacterial infection due to Serratia, Infection, Serratia, Infections, Serratia, Bacterial infection caused by Serratia (disorder), serratia infection, Serratia Infection, Bacterial infection caused by Serratia, Bacterial infection with serratia, serratia infections, Serratia infection	T047	Disease or Syndrome	1.0
yTsx3dynQE	Fungal infectious disease	Fungal infectious disease	DISEASE	C0026946	Mycoses	Diseases caused by FUNGI.	mycosis, fungus infection, Fungal infection, Fungus infection, mycotic infection, Infection, Fungus, Fungal Diseases, Disease caused by fungus, Disease, Fungal, Mycosis, fungus disease, fungal disease, INFECTION FUNGAL, mycoses, Fungal infectious disease, Fungal (Mycotic), Fungal Infectious Disease, fungal diseases, Infections, Fungal, Diseases Caused by Fungi, Disease caused by fungus, NOS, Fungus Diseases, fungal infection, Diseases, Fungal, FUNGUS INFECTION, Fungus Disease, Infection, Fungal, FUNGAL INFECTION, Mycotic disease, Fungal infection, NOS, Fungus infection, NOS, Fungal infections, MYCOSES: GENERAL TERMS, Fungus Infections, Fungal Infection, Infections, Fungus, Fungal Disease, Disease, Fungus, Fungus Infection, Diseases, Fungus, Fungal Infections, Mycoses, fungal infections, INFECTION MYCOTIC, Mycosis (disorder), diseases caused by fungi, MYCOSES, Mycosis, NOS, fungus infections, Fungal infectious disease, NOS	T047	Disease or Syndrome	1.0
uhqUhT8yy9	Lupus Vulgaris	Lupus Vulgaris	DISEASE	C0024131	Lupus Vulgaris	A form of cutaneous tuberculosis. It is seen predominantly in women and typically involves the NASAL MUCOSA; BUCCAL MUCOSA; and conjunctival mucosa.	Lupus vulgaris, Lupus exedens, Lupus, LUPUS VULGARIS, Tuberculosis cutis luposa, Tuberculosis luposa cutis, Lupus vulgaris (disorder), lupus, Lupus Vulgaris, lupus tuberculosis, LV - Lupus vulgaris, lupus vulgaris, Tuberculosis lupus exedens	T047	Disease or Syndrome	1.0
UhiTho2Gbj	Disseminated atypical Mycobacterial infection	Mycobacterial infection	DISEASE	C0026918	Mycobacterium Infections	Infections with bacteria of the genus MYCOBACTERIUM.	Infection due to mycobacteria, Mycobacterial Infection, mycobacteriosis, infections mycobacterial, Infections, Mycobacterium, mycobacterial disease, Mycobacteriosis, NOS, Mycobacterial infections, Mycobacterium Infection, MYCOBACTERIOSES, Mycobacterial infectious disease, Mycobacterial Infections, Mycobacteriosis (disorder), Mycobacteriosis, Mycobacterium Infections, Infection, Mycobacterium, Mycobacterial diseases, mycobacterial infection, Mycobacterial infection, mycobacterium infection, Mycobacterial disease, Unspecified diseases due to mycobacteria	T047	Disease or Syndrome	1.0
QXgXDkFdXe	Lumpy skin disease	skin disease	DISEASE	C0037274	Dermatologic disorders	Diseases involving the DERMIS or EPIDERMIS.	Disorder of skin, dermatological disorders, Skin Disease, Skin Diseases, Dermatosis, disorder skin, Cutaneous Disorder, Skin Disorder, Skin diseases, SKIN DISORDER (NOS), dermatological diseases, integumentary disease, diseases skin, dermatosis, Skin conditions, disease of skin, disorders skin, Skin Conditions, skin disorder diagnosis, SKIN DISORDERS, skin disorder, dermopathy, Cutaneous Disorders, Dermatopathy, SKIN DISORDER, Disease of skin, NOS, Dermatosis NOS, skin diseases, dermatoses, Skin Diseases and Manifestations, dermatologic disease, skin disease, disease skin, disease disorders skin, Skin--Diseases, Skin disorder, NOS, DISORDER SKIN (NOS), Skin disorder, Cutaneous disorders, disease integumentary, dermatological disease, Disorder of skin (disorder), of skin disease, Dermatological disorder, Dermatologic disorders, skin disorders, diseases disorders skin, Dermatological disease, Disease or syndrome of skin, Diseases and Syndromes of Skin, Dermatoses, Dermatologic disease, Skin disease, Dermatosis, NOS, diseases integumentary, dermatologic diseases	T047	Disease or Syndrome	1.0
xp9n3Q7LyR	Cerebral malaria	Cerebral malaria	DISEASE	C0024534	Malaria, Cerebral	A condition characterized by somnolence or coma in the presence of an acute infection with PLASMODIUM FALCIPARUM (and rarely other Plasmodium species). Initial clinical manifestations include HEADACHES; SEIZURES; and alterations of mentation followed by a rapid progression to COMA. Pathologic features include cerebral capillaries filled with parasitized erythrocytes and multiple small foci of cortical and subcortical necrosis. (From Adams et al., Principles of Neurology, 6th ed, p136)	Cerebral malaria (disorder), CEREBRAL MALARIA, Cerebral Malaria, cerebral malaria, Cerebral malaria, Malaria, cerebral	T047	Disease or Syndrome	1.0
oC8xAsokbJ	Vibrio infectious disease	Vibrio infectious disease	DISEASE	C0009450	Communicable Diseases	An illness caused by an infectious agent or its toxins that occurs through the direct or indirect transmission of the infectious agent or its products from an infected individual or via an animal, vector or the inanimate environment to a susceptible animal or human host.	Communicable Disease, contagious disease, Infection, Transmissible disease, NOS, Disorder due to infection, Infective disorder, Disease, Communicable, communicable diseases, Contagious disease (navigational concept), Disease, Infectious, Diseases, Infectious, contagious diseases, Infectious Diseases and Manifestations, Infectious disease (disorder), Infectious Diseases, Communicable disease (navigational concept), Infectious Disease, Infectious or communicable disease, communicable disease, Disease due to infection, Infectious Disorder, Infectious, Communicable disease, infection, Communicable Diseases, Infectious disease, infectious diseases, microbial colonization, disease caused by microorganism, Communicable disease, NOS, communicable infectious disease, Infection, NOS, infectious disease, Contagious disease, NOS, Infectious diseases, Contagious disease, Infectious disease NOS, Communicable diseases, Diseases, Communicable, Infectious disease, NOS, Infection Unspecified	T047	Disease or Syndrome	0.798
oPED4Cuuyo	Tuberculous Salpingitis	Salpingitis	DISEASE	C0036130	Salpingitis	Inflammation of the uterine salpinx, the trumpet-shaped FALLOPIAN TUBES, usually caused by ascending infections of organisms from the lower reproductive tract. Salpingitis can lead to tubal scarring, hydrosalpinx, tubal occlusion, INFERTILITY, and ectopic pregnancy (PREGNANCY, ECTOPIC)	Oviductitis, Salpingitides, Salpingitis, Inflammation of fallopian tube, salpingitis, Salpingitis (disorder), SALPINGITIS, Salpingitis, NOS, Inflammation of oviduct	T047	Disease or Syndrome	1.0
eVMvxPSh2m	Venezuelan Equine encephalitis	Venezuelan Equine encephalitis	DISEASE	C0014078	Venezuelan equine encephalomyelitis	A form of arboviral encephalitis endemic to Central America and the northern latitudes of South America. The causative organism (ENCEPHALITIS VIRUS, VENEZUELAN EQUINE) is transmitted to humans and horses via the bite of several mosquito species. Human viral infection may be asymptomatic or remain restricted to a mild influenza-like illness. Encephalitis, usually not severe, occurs in a small percentage of cases and may rarely feature SEIZURES and COMA. (From Joynt, Clinical Neurology, 1996, Ch26, pp9-10)	Disorder caused by Venezuelan equine encephalitis virus, Venezuelan Equine Encephalitis, Equine Encephalomyelitides, Venezuelan, Encephalomyelitis, Venezuelan Equine, Venezuelan equine fever, venezuelan equine encephalitis, Venezuelan equine encephalitis virus infection, Encephalitis, Venezuelan Equine, Venezuelan Equine Encephalomyelitides, Equine Encephalomyelitis, Venezuelan, Venezuelan Equine Fever, Venezuelan equine encephalitis, Venezuelan Equine Encephalomyelitis, Equine encephalitis, Venezuelan (VEE), Venezuelan equine encephalomyelitis, Encephalomyelitides, Venezuelan Equine, VEE, Equine Encephalitis, Venezuelan, Disorder due to Venezuelan equine encephalitis virus, Disorder caused by Venezuelan equine encephalitis virus (disorder)	T047	Disease or Syndrome	1.0
H6prYmLXZ9	Tungiasis	Tungiasis	DISEASE	C0277356	Tunga penetrans infestation	An infestation with the flea TUNGA PENETRANS causing inflammation, pruritus, and pain, in both humans and other mammals. There is a high incidence of secondary infections such as BACTEREMIA and TETANUS.	Tunga penetrans infestation (disorder), Tungiasis, tungiasis, Jiggers infestation, jiggers, Chigoe disease, Tunga penetrans infestation, Sarcopsyllosis, Infestation by Tunga penetrans, Niguiasis, Jigger disease, Tunga penetrans infection, Infestation by chigoe, Sand flea infestation, Infestation by sand flea, Chigoe infestation, Tungiasis (sandflea) infestation	T047	Disease or Syndrome	1.0
DXdXazveyw	Tuberculous fibrosis of lung	fibrosis	DISEASE	C0016059	Fibrosis	Any pathological condition where fibrous connective tissue invades any organ, usually as a consequence of inflammation or other injury.	Desmoplasia, Fibrous replacement, Fibrosis (qualifier value), desmoplasia, FIBROSIS, Fibrous thickening, Fibrosis (morphologic abnormality), Fibroplasia, Fibroplasia, NOS, fibrose, Fibrosis, fibroses, fibrosis (formation of excess fibrous connective tissue), fibrosis, Fibrous tissue formation, Fibrosis, NOS, Fibrous repair, Fibroses, fibroplasia	T046	Pathologic Function	1.0
LeWrpMAFSK	Blackwater fever	fever	DISEASE	C0015967	Fever	An abnormal elevation of body temperature, usually as a result of a pathologic process.	Pyrexia, Fever (finding), increases temperature, FEVER, febrile, Fevers, Body temperature above reference range (finding), fever, Has a temperature, HYPERTHERMIA, high body temperature, Temperature elevated, PYREXIA, raised temperature, febris, temperature elevation, feverish, Hyperthermic, TEMPERATURE ELEVATION, increase temperature, Hyperthermia, Feverish, Fever NOS, BODY TEMPERATURE INCREASED, Body temperature above reference range, high temperature, pyrexia, Temperature raised, Pyrexias, fevers, increased body temperature, TEMPERATURE INCREASE, High body temperature, Pyrexia NOS, Fever, unspecified, Pyrexial, elevated temperature, Increased body temperature, Fever, fevered, temperature increase, hyperthermia, Febrile, hyperthermic, pyrexial, Body temperature, increased	T184	Sign or Symptom	1.0
9d43QW25jx	Methicillin-Resistant Staphylococcus Aureus infection	Aureus infection	DISEASE	C1318973	Staphylococcus aureus infection	An infectious process in which the bacteria Staphylococcus aureus is present.	Infection due to Staphylococcus aureus, Staphylococcus aureus infections, Staphylococcus aureus Infection, Staphylococcus aureus, staphylococcus aureus infection, Staphylococcus aureus NOS, Infection caused by Staphylococcus aureus (disorder), Infection caused by Staphylococcus aureus, Staphylococcus aureus Infections, Staphylococcus aureus infection	T047	Disease or Syndrome	0.712
JCKt9mztgi	Anaplasmosis	Anaplasmosis	DISEASE	C0002797	Anaplasmosis	A disease usually in cattle caused by parasitization of the red blood cells by bacteria of the genus ANAPLASMA.	fever ticks, Anaplasmosis, NOS, Infection due to Anaplasma, Anaplasma phagocytophilum Infections, Gallsickness, ANAPLASMOSES, Anaplasmoses, tick fever, Anaplasmosis (disorder), Anaplasma phagocytophilum Infection, fevers tick, Anaplasma Infection, anaplasmosis, Anaplasma Infections, Infections, Anaplasma, Infection, Anaplasma, Anaplasmosis, fever tick	T047	Disease or Syndrome	1.0
2BW2yf8L4Q	Polyomavirus infectious disease	Polyomavirus infectious disease	DISEASE	C0949804	Polyomavirus Infections	Infections with POLYOMAVIRUS, which are often cultured from the urine of kidney transplant patients. Excretion of BK VIRUS is associated with ureteral strictures and CYSTITIS, and that of JC VIRUS with progressive multifocal leukoencephalopathy (LEUKOENCEPHALOPATHY, PROGRESSIVE MULTIFOCAL).	Disease due to Polyomaviridae, Polyomavirus infection, Disease caused by Polyomavirus, Disease caused by Polyomaviridae, Disease due to Polyomavirus, Disease due to Polyomavirus, NOS, Polyomavirus infections, Disease caused by Polyomaviridae (disorder), Polyoma virus infection, Disease caused by Polyomavirus (disorder), Polyomavirus Infection	T047	Disease or Syndrome	0.855
HLP5nzG9Ze	Viral human hepatitis infection	Viral human hepatitis infection	DISEASE	C2063407	viral hepatitis E infection		Hepatitis E, acute, Hepatitis E Acute, Acute hepatitis E (disorder), Acute hepatitis E	T047	Disease or Syndrome	0.85
gRLSZALrL4	Treponema infectious disease	Treponema infectious disease	DISEASE	C0040843	Treponemal Infections	Infections with bacteria of the genus TREPONEMA.	Treponemal infection, Treponemal Infections, treponemal disease, treponemal infection, Infections, Treponemal, Treponema infection, Treponemal disease, Treponemal Infection, treponemal infections, Infection, Treponemal	T047	Disease or Syndrome	0.807
PGgRDJStdV	Tuberculoid leprosy	Tuberculoid leprosy	DISEASE	C0023351	Tuberculoid leprosy	A principal or polar form of LEPROSY in which the skin lesions are few and are sharply demarcated. Peripheral nerve involvement is pronounced and may be severe. Unlike lepromatous leprosy (LEPROSY, LEPROMATOUS), the lepromin test is positive. Tuberculoid leprosy is rarely a source of infection to others.	Leprosy, Tuberculoid, Tuberculoid leprosy [type T], tuberculoid leprosy, Type TT leprosy, Tuberculoid leprosy (disorder), Tuberculoid leprosy, Full tuberculoid leprosy, Type T leprosy, leprosy tuberculoid, Tuberculoid Leprosies, TT - Full tuberculoid leprosy, Tuberculoid Hansen's disease (leprosy), Leprosies, Tuberculoid, Smooth leprosy, TUBERCULOID LEPROSY, Tuberculoid Leprosy	T047	Disease or Syndrome	1.0
GP25TUPjJZ	Bacterial pneumonia	pneumonia	DISEASE	C0032285	Pneumonia	Infection of the lung often accompanied by inflammation.	Lung inflamed, Pulmonitis, PNEUMONIA, Pneumonias, Pneumonia (disorder), Pneumonia, NOS, Pneumonia, pneum, pulmonary inflammation, pneumonia, unspecified pneumonia, inflammation lungs, lung inflammation, Pulmonary inflammation, Pneumonitis, NOS	T047	Disease or Syndrome	1.0
eBCkKeWBdp	Gas Gangrene	Gangrene	DISEASE	C0017086	Gangrene	Death and putrefaction of tissue usually due to a loss of blood supply.	Gangrenous disorder (disorder), Gangrene, NOS, Death of body tissue due to lack of blood flow or infection, Gangrenous disorder, GANGRENE, Gangrenes, Gangrenous, gangrene, GANGRENES, gangrenes, Gangrene, Gangrene (morphologic abnormality)	T047	Disease or Syndrome	1.0
PrbgMoh6MP	Neuroschistosomiasis	Neuroschistosomiasis	DISEASE	C0752191	Neuroschistosomiasis	SCHISTOSOMIASIS of the brain, spinal cord, or meninges caused by infections with trematodes of the genus SCHISTOSOMA (primarily SCHISTOSOMA JAPONICUM; SCHISTOSOMA MANSONI; and SCHISTOSOMA HAEMATOBIUM in humans). S. japonicum infections of the nervous system may cause an acute meningoencephalitis or a chronic encephalopathy. S. mansoni and S. haematobium nervous system infections are associated with acute transverse myelitis involving the lower portions of the spinal cord. (From Joynt, Clinical Neurology, 1998, Ch27, pp61-2)	Neuroschistosomiases, Neuroschistosomiasis, Infection of nervous system caused by Schistosoma (disorder), Infection of nervous system caused by Schistosoma, Schistosomiasis, Central Nervous System, Central Nervous System Schistosomiasis	T047	Disease or Syndrome	1.0
c9rvE3dWCw	Bacterial hemorrhagic fever	hemorrhagic fever	DISEASE	C0019104	Hemorrhagic Fevers, Viral	A group of viral diseases of diverse etiology but having many similar clinical characteristics; increased capillary permeability, leukopenia, and thrombocytopenia are common to all. Hemorrhagic fevers are characterized by sudden onset, fever, headache, generalized myalgia, backache, conjunctivitis, and severe prostration, followed by various hemorrhagic symptoms. Hemorrhagic fever with kidney involvement is HEMORRHAGIC FEVER WITH RENAL SYNDROME.	VHFs, hemorrhagic fever, viral hemorrhagic fever, Viral Hemorrhagic Fevers, Hemorrhagic Fever, haemorrhagic fever, Hemorrhagic fever, fever hemorrhagic, Hemorrhagic Fever, Viral, Viral hemorrhagic fever (disorder), VHF - Viral hemorrhagic fever, fever hemorrhagic viral, Fever, Viral Hemorrhagic, fevers haemorrhagic viral, Hemorrhagic Fevers, fevers hemorrhagic, Fevers, Viral Hemorrhagic, VHF - Viral haemorrhagic fever, Viral Hemorrhagic Fever, Viral hemorrhagic fever, viral hemorrhagic fevers, Viral haemorrhagic fever	T047	Disease or Syndrome	1.0
fGZq983Vns	Bk-Virus Nephropathy	Nephropathy	DISEASE	C0022658	Kidney Diseases	Pathological processes of the KIDNEY or its component tissues.	RENAL DISORDERS: NONSPECIFIC, nephropathy, KIDNEY DISEASE, Kidney diseases, Nephropathy NOS, Renal disease NOS, nephropathies, RENAL DISORDER, renal disorders, Kidney disease, NOS, Kidney Disorder, DISORDER RENAL, Kidneys--Diseases, Renal disease, Renal disease, NOS, Disorder of kidney, kidney diseases, Disease of kidney, Renal Disease, renal diseases, DISORDER KIDNEY, Kidney disease (disorder), Disease, Kidney, RENAL DISEASE, NOS, Renal disorder, NOS, Nephropathy, Diseases, Kidney, Renal disorder, renal disease, diseases kidneys, Nephropathy, NOS, Renal Disorder, NEPHROPATHY NOS, Kidney disease, RENAL DISORDERS, kidney disorders, Kidney Disorders, kidney disorder, nephrologic disease, renal disorder, kidney disease, Kidney Disease, Kidney Diseases	T047	Disease or Syndrome	1.0
rWUVVFtTYW	Herpes Labialis	Herpes Labialis	DISEASE	C0019345	Herpes Labialis	Herpes simplex, caused by type 1 virus, primarily spread by oral secretions and usually occurring as a concomitant of fever. It may also develop in the absence of fever or prior illness. It commonly involves the facial region, especially the lips and the nares. (Dorland, 27th ed.)	Cold Sores, lip cold sore, herpes lip, Cold sores, Cold Sore, Blister, Fever, Fever blister, Herpes Simplex, Labial, Labial Herpes Simplex, Herpes labialis (disorder), Fever Blisters, Blisters, Fever, lip herpes, Herpes simplex labialis, fever sores, herpes lips, FEVER SORE, cold sore, cold sores, Herpes labialis, Fever Blister, fever blister, COLD SORE, herpes labialis, lip cold sores, herpes febrilis, FEVER BLISTER, Sores, Cold, fever sore, herpes on lip, Cold sore, HERPES LABIALIS, fever blisters, herpes simplex labialis, Sore, Cold	T047	Disease or Syndrome	1.0
C3De5fDUt2	Hepatitis B virus infection	Hepatitis B	DISEASE	C0019163	Hepatitis B	INFLAMMATION of the LIVER in humans caused by a member of the ORTHOHEPADNAVIRUS genus, HEPATITIS B VIRUS. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.	hepatitis b, viral hepatitis b, Viral Hepatitis B, b viral hepatitis, HEPATITIS B, Hepatitis B Infection, Hepatitis B Virus infection, HBV, hepatitis viral b, hepatitis B, Hepatitis B infection, hepatitis b viral, SH - Serum hepatitis, Viral hepatitis, type B, Viral hepatitis type B, Serum hepatitis, HEPATITIS, SERUM, Type B viral hepatitis, hepatitis B infection, Hepatitis B, Viral hepatitis type B (disorder), serum hepatitis, Hepatitis B Virus Infection, Hepatitis B virus (HBV)	T047	Disease or Syndrome	1.0
7JXvawQs7b	Candidiasis	Candidiasis	DISEASE	C0006840	Candidiasis	Infection with a fungus of the genus CANDIDA. It is usually a superficial infection of the moist areas of the body and is generally caused by CANDIDA ALBICANS. (Dorland, 27th ed)	CANDIDIASIS, Candidiasis of unspecified site, MONILIASIS, Candidiasis (disorder), candida infections, Moniliasis, NOS, Moniliases, MONILIASIS MONILIA, muguet, Infection by Candida species, Monilia infection, monilial infection, candidosis, Moniliasis, thrush, moniliasis, candidal infections, Infection, Candida, candidal infection, candida infection, candidiasis, Candidosis, NOS, Candida Infections, Candidal infections, Candidiasis, NOS, Candidosis, Candida infection, Candidiases, Candida infections, candidiases, monilia infection, Candida Infection, Candidiasis	T047	Disease or Syndrome	1.0
bZobHaaWHZ	Central nervous system aids Arteritis	Central nervous system	DISEASE	C3540014	CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS		CENTRAL NERVOUS SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS, CENTRAL NERVOUS SYSTEM	T130	Indicator, Reagent, or Diagnostic Aid	1.0
bZobHaaWHZ	Central nervous system aids Arteritis	Arteritis	DISEASE	C0003860	Arteritis	INFLAMMATION of any ARTERIES.	Arteritis, unspecified, Arterial Inflammation, ARTERITIS, artery inflammation, Arteritides, Inflammation of artery, Arteritis, Arteritis (disorder), Arteritis, NOS, Inflammation, Arterial, INFLAMMATORY ARTERY REACTION, arteritis	T046	Pathologic Function	1.0
TVLatMNc2i	Neuroaspergillosis	Neuroaspergillosis	DISEASE	C0752342	Neuroaspergillosis	Infections of the nervous system caused by fungi of the genus ASPERGILLUS, most commonly ASPERGILLUS FUMIGATUS. Aspergillus infections may occur in immunocompetent hosts, but are more prevalent in individuals with IMMUNOLOGIC DEFICIENCY SYNDROMES. The organism may spread to the nervous system from focal infections in the lung, mastoid region, sinuses, inner ear, bones, eyes, gastrointestinal tract, and heart. Sinus infections may be locally invasive and enter the intracranial compartment, producing MENINGITIS, FUNGAL; cranial neuropathies; and abscesses in the frontal lobes of the brain. (From Joynt, Clinical Neurology, 1998, Ch 27, pp62-3)	Neuroaspergillosis, Neuroaspergilloses	T047	Disease or Syndrome	1.0
kJRrzgEWQs	Ophthalmic herpes Zoster	herpes Zoster	DISEASE	C0019360	Herpes zoster disease	An acute infectious, usually self-limited, disease believed to represent activation of latent varicella-zoster virus (HERPESVIRUS 3, HUMAN) in those who have been rendered partially immune after a previous attack of CHICKENPOX. It involves the SENSORY GANGLIA and their areas of innervation and is characterized by severe neuralgic pain along the distribution of the affected nerve and crops of clustered vesicles over the area. (From Dorland, 27th ed)	Herpes zoster, herpes zoster infection, Herpes zoster infection, zona, Shingles, SHINGLES, zonas, Herpes zoster NOS, Shingles (Disease), Herpes Zoster, Herpes zoster, NOS, Herpes zoster (disorder), herpes zona, HERPES ZOSTER, Zona, ZONA, Zoster, zoster, herpes zoster, shingles	T047	Disease or Syndrome	1.0
E2Smu2EAGu	Boutonneuse fever	fever	DISEASE	C0015967	Fever	An abnormal elevation of body temperature, usually as a result of a pathologic process.	Pyrexia, Fever (finding), increases temperature, FEVER, febrile, Fevers, Body temperature above reference range (finding), fever, Has a temperature, HYPERTHERMIA, high body temperature, Temperature elevated, PYREXIA, raised temperature, febris, temperature elevation, feverish, Hyperthermic, TEMPERATURE ELEVATION, increase temperature, Hyperthermia, Feverish, Fever NOS, BODY TEMPERATURE INCREASED, Body temperature above reference range, high temperature, pyrexia, Temperature raised, Pyrexias, fevers, increased body temperature, TEMPERATURE INCREASE, High body temperature, Pyrexia NOS, Fever, unspecified, Pyrexial, elevated temperature, Increased body temperature, Fever, fevered, temperature increase, hyperthermia, Febrile, hyperthermic, pyrexial, Body temperature, increased	T184	Sign or Symptom	1.0
YtMJu9xq9D	Cytomegalovirus infection	Cytomegalovirus infection	DISEASE	C0010823	Cytomegalovirus Infections	Infection with CYTOMEGALOVIRUS, characterized by enlarged cells bearing intranuclear inclusions. Infection may be in almost any organ, but the salivary glands are the most common site in children, as are the lungs in adults.	Cytomegalovirus disease, Salivary Gland Virus Disease, CYTOMEGALUS VIRUS INFECTION, cmv infections, Diseases, Cytomegalovirus Inclusion, Cytomegalovirus infection, NOS, cytomegalic inclusion disease, Infections, Cytomegalovirus, Inclusion Diseases, Salivary gland virus disease, Cytomegalovirus infections, CYTOMEGALIC INCLUSION DISEASE, cytomegaloviral infections, CYTOMEGALOVIRUS INFECTION, cmv infection, Inclusion Diseases, Cytomegalovirus, CMV Infections, CMV INFECTION, Cytomegalovirus infection (disorder), Inclusion Disease, Cytomegalovirus, Cytomegalic Inclusion Disease, Inclusion Disease, Cytomegalic, Cytomegalic inclusion disease, CMV infection, Cytomegaloviral Infection, CMV - Cytomegalovirus infection, Cytomegaloviral disease, Cytomegalovirus Infection, CMV Infection, inclusion disease, HCMV Infection, cmv cytomegalovirus infection, Cytomegalovirus Inclusion Diseases, Disease, Cytomegalic Inclusion, cytomegaloviral disease, Inclusion Disease, Cytomegalic Inclusion Diseases, Infection, Cytomegalovirus, Cytomegalovirus infection, Cytomegalovirus Inclusion Disease, Disease due to Cytomegalovirus, Disease, Cytomegalovirus Inclusion, Cytomegalovirus Infections, cytomegalovirus infection, cytomegalovirus infections, cytomegaloviral infection, CMV	T047	Disease or Syndrome	1.0
PypUCM4uZU	Hantavirus hemorrhagic fever with renal syndrome	Hantavirus hemorrhagic fever	DISEASE	C0687737	hemorrhagic fever virus		hemorrhagic fever virus, fever hemorrhagic virus	T005	Virus	0.85
PypUCM4uZU	Hantavirus hemorrhagic fever with renal syndrome	renal syndrome	DISEASE	C2931491	Arena syndrome		Spastic paraplegia with iron deposits in basal ganglia	T047	Disease or Syndrome	0.827
9a6RDCVF64	Intestinal infectious disease	Intestinal infectious disease	DISEASE	C0178238	Intestinal infectious disease (disorder)		Intestinal infectious disease (disorder), INTESTINAL INFECTIOUS DISEASES, infection intestinal, Infectious disease of intestine, disease infectious intestines, infections intestinal, Intestinal infectious disease, intestinal infection, intestinal infections, Intestinal infection	T047	Disease or Syndrome	1.0
xpscCZpKpr	Lepromatous leprosy	Lepromatous leprosy	DISEASE	C0023348	Leprosy, Lepromatous	A chronic communicable infection which is a principal or polar form of LEPROSY. This disorder is caused by MYCOBACTERIUM LEPRAE and produces diffuse granulomatous skin lesions in the form of nodules, macules, or papules. The peripheral nerves are involved symmetrically and neural sequelae occur in the advanced stage.	HANSEN DISEASE, MALIGNANT FORM, LEPROSY, LEPROMATOUS, Lepromatous leprosy, Lepromatous Leprosy, LEPROMATOUS LEPROSY, LL - Full lepromatous leprosy, Lepromatous leprosy (disorder), Type L leprosy, Lepromatous leprosy [type L], Lepromatous Leprosies, Full lepromatous leprosy, Type LL leprosy, Leprosies, Lepromatous	T047	Disease or Syndrome	1.0
4WhPcAQ3wR	Allergic Bronchopulmonary Aspergillosis	Allergic Bronchopulmonary Aspergillosis	DISEASE	C0004031	Aspergillosis, Allergic Bronchopulmonary	Hypersensitivity reaction (ALLERGIC REACTION) to fungus ASPERGILLUS in an individual with long-standing BRONCHIAL ASTHMA. It is characterized by pulmonary infiltrates, EOSINOPHILIA, elevated serum IMMUNOGLOBULIN E, and skin reactivity to Aspergillus antigen.	abpa, Allergic Aspergilloses, Bronchopulmonary, Bronchopulmonary Allergic Aspergilloses, Bronchopulmonary Allergic Aspergillosis, ABPA, Allergic Bronchopulmonary Aspergilloses, Allergic bronchopulmonary aspergillosis (disorder), allergic lung reaction to the fungus aspergillus, Allergic Aspergillosis, Bronchopulmonary, Aspergillosis, Bronchopulmonary Allergic, Allergic bronchopulmonary aspergillosis, ABPA - Allergic bronchopulmonary aspergillosis, Aspergillosis, Allergic Bronchopulmonary, Aspergilloses, Bronchopulmonary Allergic, Aspergilloses, Allergic Bronchopulmonary, Allergic aspergillosis, Bronchopulmonary Aspergilloses, Allergic, allergic bronchopulmonary aspergillosis (ABPA), Allergic Bronchopulmonary Aspergillosis, Bronchopulmonary Aspergillosis, Allergic, Hinson-Pepys disease	T047	Disease or Syndrome	1.0
HM8dQRxwXA	Skin disease caused by bacterial infection	Skin disease	DISEASE	C0037274	Dermatologic disorders	Diseases involving the DERMIS or EPIDERMIS.	Disorder of skin, dermatological disorders, Skin Disease, Skin Diseases, Dermatosis, disorder skin, Cutaneous Disorder, Skin Disorder, Skin diseases, SKIN DISORDER (NOS), dermatological diseases, integumentary disease, diseases skin, dermatosis, Skin conditions, disease of skin, disorders skin, Skin Conditions, skin disorder diagnosis, SKIN DISORDERS, skin disorder, dermopathy, Cutaneous Disorders, Dermatopathy, SKIN DISORDER, Disease of skin, NOS, Dermatosis NOS, skin diseases, dermatoses, Skin Diseases and Manifestations, dermatologic disease, skin disease, disease skin, disease disorders skin, Skin--Diseases, Skin disorder, NOS, DISORDER SKIN (NOS), Skin disorder, Cutaneous disorders, disease integumentary, dermatological disease, Disorder of skin (disorder), of skin disease, Dermatological disorder, Dermatologic disorders, skin disorders, diseases disorders skin, Dermatological disease, Disease or syndrome of skin, Diseases and Syndromes of Skin, Dermatoses, Dermatologic disease, Skin disease, Dermatosis, NOS, diseases integumentary, dermatologic diseases	T047	Disease or Syndrome	1.0
