InputID	InputText	Entity	EntityType	UMLS.CUI	UMLS.Label	UMLS.Definition	UMLS.SemanticTypeIDs	UMLS.SemanticTypeLabels	UMLS.Synonyms	UMLS.Score	Document
rWratoR3wx	Ranged from Fires, tornadoes, hurricanes, and hail storms to drought and Heat.79Climate hazards differ across regions, and guidance to patients needs to Reﬂect these regional Differences.9Although children ’ s needs evolve throughout youth, all children are at risk during disasters . bright futures guidelines recommend First discussing emergency plans at the one month well visit with new Parents.13Newborns require special care and consideration for their Tra Nsport, sleeping, eating, and temperature control at all times, and especially during disasters . at the one month Check-Up and subsequent visits, Pediatricians may provide families with tips for protecting children before, during, and after Climate-Driven extreme events . The AAP policy statement,	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rWratoR3wx	Ranged from Fires, tornadoes, hurricanes, and hail storms to drought and Heat.79Climate hazards differ across regions, and guidance to patients needs to Reﬂect these regional Differences.9Although children ’ s needs evolve throughout youth, all children are at risk during disasters . bright futures guidelines recommend First discussing emergency plans at the one month well visit with new Parents.13Newborns require special care and consideration for their Tra Nsport, sleeping, eating, and temperature control at all times, and especially during disasters . at the one month Check-Up and subsequent visits, Pediatricians may provide families with tips for protecting children before, during, and after Climate-Driven extreme events . The AAP policy statement,	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rWratoR3wx	Ranged from Fires, tornadoes, hurricanes, and hail storms to drought and Heat.79Climate hazards differ across regions, and guidance to patients needs to Reﬂect these regional Differences.9Although children ’ s needs evolve throughout youth, all children are at risk during disasters . bright futures guidelines recommend First discussing emergency plans at the one month well visit with new Parents.13Newborns require special care and consideration for their Tra Nsport, sleeping, eating, and temperature control at all times, and especially during disasters . at the one month Check-Up and subsequent visits, Pediatricians may provide families with tips for protecting children before, during, and after Climate-Driven extreme events . The AAP policy statement,	Tra	GENE_OR_GENE_PRODUCT	C0040845	tretinoin	An important regulator of GENE EXPRESSION during growth and development, and in NEOPLASMS. Tretinoin, also known as retinoic acid and derived from maternal VITAMIN A, is essential for normal GROWTH; and EMBRYONIC DEVELOPMENT. An excess of tretinoin can be teratogenic. It is used in the treatment of PSORIASIS; ACNE VULGARIS; and several other SKIN DISEASES. It has also been approved for use in promyelocytic leukemia (LEUKEMIA, PROMYELOCYTIC, ACUTE).	T109,T121,T131	Organic Chemical,Pharmacologic Substance,Hazardous or Poisonous Substance	TRETINOIN, tretinoinum, Vitamin A acid, Acid, trans-Retinoic, Acid, Vitamin A, Tretinoin-containing product, trans-Retinoic Acid, (All-E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid, Tretinoinum, all trans Retinoic Acid, Acid, Retinoic, beta-Retinoic acid, Trans Retinoic Acid, all-trans-Tretinoin, Trétinoïne, all trans-Retinoic acid, 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL), trans retinoic acid, all-trans-retinoic acid, All-trans Vitamin A Acid, all-(E)-Retinoic acid, Vitamin A Acid, all-trans vitamin A acid, (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid, Tretinoin (substance), trans-Retinoic acid, beta-Retinoic Acid, Tretinoina, all trans Retinoic acid, trans vitamin A acid, beta-retinoic acid, Retionic acid, TRA, all-trans-beta-Retinoic acid, all-trans-Retinoic Acid, tretinoin, all-trans retinoic acid, all-trans-Vitamin A1 acid, Retinoic Acid, Product containing tretinoin (medicinal product), ATRA, trans Retinoic Acid, Trans Vitamin A Acid, retinoic acid, Tretinoin, Acid, all-trans-Retinoic, (All-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic Acid, Retinoic acid, Tretin M, vitamin a acid, all-trans-Retinoic acid, Acide retinoique, all-trans-Vitamin A acid, all trans retinoic acid, All-trans Retinoic Acid	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rWratoR3wx	Ranged from Fires, tornadoes, hurricanes, and hail storms to drought and Heat.79Climate hazards differ across regions, and guidance to patients needs to Reﬂect these regional Differences.9Although children ’ s needs evolve throughout youth, all children are at risk during disasters . bright futures guidelines recommend First discussing emergency plans at the one month well visit with new Parents.13Newborns require special care and consideration for their Tra Nsport, sleeping, eating, and temperature control at all times, and especially during disasters . at the one month Check-Up and subsequent visits, Pediatricians may provide families with tips for protecting children before, during, and after Climate-Driven extreme events . The AAP policy statement,	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hrpQTcRJu2	Ensuring the health of children in disasters, outlines points and resources for physicians to share with parents . 80Topics include Wildﬁre safety and protection against smoke inhalation, hurricane Evacuations and safe return after the storm, avoiding Flooded areas and drowning prevention, tornado safety and generator safety in power outages, and access to care and mental health assessments after extreme E vents . parents should keep a recent picture of their child with them or on their mobile devices . As safety measures in case of family separation, even young children should be taught their parents ’ First and last names, how to call 911, and their address and phone number . 80Pediatricians can direct families to existing guidance on disaster preparedness and Encour-	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
hrpQTcRJu2	Ensuring the health of children in disasters, outlines points and resources for physicians to share with parents . 80Topics include Wildﬁre safety and protection against smoke inhalation, hurricane Evacuations and safe return after the storm, avoiding Flooded areas and drowning prevention, tornado safety and generator safety in power outages, and access to care and mental health assessments after extreme E vents . parents should keep a recent picture of their child with them or on their mobile devices . As safety measures in case of family separation, even young children should be taught their parents ’ First and last names, how to call 911, and their address and phone number . 80Pediatricians can direct families to existing guidance on disaster preparedness and Encour-	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
HVtd5X8qq7	Age families to create a disaster kit and a disaster plan for their household . emerging threats and infectious diseases changing temperature and precipitation patterns during the climate crisis affect the “ where and when ” of infectious diseases, including West Nile, Dengue, Chikungunya, and Chagas disease . 81,82Insect vector ranges are expanding, leading to diseases such as Lyme disease, Ehrlichiosis and anaplasmosis at higher Latitudes.82Pediatricians can integrate climate discussions with guidance on prevention of Vector-Borne diseases . for example, if a tick is found on a child, Pediatricians can adapt advice based on the local risk of disease /C0Including Lyme disease, rocky mountain spotted fever, Southern Tick-Associated rash illness	Chikungunya	ORGANISM	C0008055	Chikungunya Fever	An acute infection caused by a mosquito-borne alphavirus CHIKUNGUNYA VIRUS characterized by RASH; FEVER; JOINT PAINS; CONJUNCTIVITIS; MENINGOENCEPHALITIS; LYMPHOPENIA; and THROMBOCYTOPENIA.	T047	Disease or Syndrome	Chikungunya haemorrhagic fever, Fever, Chickungunya, Chikungunya, chikungunya fever, Chikungunya hemorrhagic fever, Chikungunya Fevers, Chickungunya Fevers, Mosquito-borne viral fever, Chikungunya, Chikungunya fever (disorder), Chikungunya Virus Infections, Chickungunya Fever, Chikungunya Virus Infection, Chikungunya fever, chikungunya, Fever, Chikungunya, Infection, Chikungunya Virus	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
HVtd5X8qq7	Age families to create a disaster kit and a disaster plan for their household . emerging threats and infectious diseases changing temperature and precipitation patterns during the climate crisis affect the “ where and when ” of infectious diseases, including West Nile, Dengue, Chikungunya, and Chagas disease . 81,82Insect vector ranges are expanding, leading to diseases such as Lyme disease, Ehrlichiosis and anaplasmosis at higher Latitudes.82Pediatricians can integrate climate discussions with guidance on prevention of Vector-Borne diseases . for example, if a tick is found on a child, Pediatricians can adapt advice based on the local risk of disease /C0Including Lyme disease, rocky mountain spotted fever, Southern Tick-Associated rash illness	disease	CANCER	C0012634	Disease	A definite pathologic process with a characteristic set of signs and symptoms. It may affect the whole body or any of its parts, and its etiology, pathology, and prognosis may be known or unknown.	T047	Disease or Syndrome	Disease or Disorder, Disorder, disorder, Disease or syndrome present, Clinical disease AND/OR syndrome present, Disorder, NOS, Clinical disease or syndrome present, Disease, NOS, Clinical disease or syndrome present, NOS, disorders, Disease or syndrome present, NOS, Clinical disease or syndrome, NOS, disease, disease/disorder, Disorders, Clinical disease AND/OR syndrome, Disease AND/OR syndrome present, Diseases and Disorders, Diseases, Disease, diseases, Disease (disorder), Clinical disease or syndrome	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
HVtd5X8qq7	Age families to create a disaster kit and a disaster plan for their household . emerging threats and infectious diseases changing temperature and precipitation patterns during the climate crisis affect the “ where and when ” of infectious diseases, including West Nile, Dengue, Chikungunya, and Chagas disease . 81,82Insect vector ranges are expanding, leading to diseases such as Lyme disease, Ehrlichiosis and anaplasmosis at higher Latitudes.82Pediatricians can integrate climate discussions with guidance on prevention of Vector-Borne diseases . for example, if a tick is found on a child, Pediatricians can adapt advice based on the local risk of disease /C0Including Lyme disease, rocky mountain spotted fever, Southern Tick-Associated rash illness	disease	CANCER	C0012634	Disease	A definite pathologic process with a characteristic set of signs and symptoms. It may affect the whole body or any of its parts, and its etiology, pathology, and prognosis may be known or unknown.	T047	Disease or Syndrome	Disease or Disorder, Disorder, disorder, Disease or syndrome present, Clinical disease AND/OR syndrome present, Disorder, NOS, Clinical disease or syndrome present, Disease, NOS, Clinical disease or syndrome present, NOS, disorders, Disease or syndrome present, NOS, Clinical disease or syndrome, NOS, disease, disease/disorder, Disorders, Clinical disease AND/OR syndrome, Disease AND/OR syndrome present, Diseases and Disorders, Diseases, Disease, diseases, Disease (disorder), Clinical disease or syndrome	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
3RFUJF2boX	(Stari), anaplasmosis, and Ehrlichiosis, among Others/C0In the particular area . The suitability of U.S. Coastal waters for Vibrio cholera also has Increased—By up to 99% in the northeast /C0And outbreaks in Shellﬁsh have become more common along the Gulf and Atlantic Coasts.83Consuming Undercooked, contaminated Shellﬁsh, and swimming in brackish waters in the warm months with a scrape in the skin can place children at risk for Vibriosis . warming temperatures have also been Asso-Ciated with more northward incidence of Non-Cholera Vibrio species that cause toxin Mediated Diarrheal disease . 84 Algal blooms in recreational waters are increasing and occurring at higher latitudes with contaminated runoff and climate Change.85Heavier Downpours Flush nutrients that feed algae from land, and warmer	skin	ORGAN	C0444099	Skin Specimen		T031	Body Substance	Skin sample, Skin specimen, Skin, Tissue specimen from skin, Specimen from skin, Skin (tissue) specimen (specimen), Skin (tissue) specimen, Specimen from skin (specimen)	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
3RFUJF2boX	(Stari), anaplasmosis, and Ehrlichiosis, among Others/C0In the particular area . The suitability of U.S. Coastal waters for Vibrio cholera also has Increased—By up to 99% in the northeast /C0And outbreaks in Shellﬁsh have become more common along the Gulf and Atlantic Coasts.83Consuming Undercooked, contaminated Shellﬁsh, and swimming in brackish waters in the warm months with a scrape in the skin can place children at risk for Vibriosis . warming temperatures have also been Asso-Ciated with more northward incidence of Non-Cholera Vibrio species that cause toxin Mediated Diarrheal disease . 84 Algal blooms in recreational waters are increasing and occurring at higher latitudes with contaminated runoff and climate Change.85Heavier Downpours Flush nutrients that feed algae from land, and warmer	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
3RFUJF2boX	(Stari), anaplasmosis, and Ehrlichiosis, among Others/C0In the particular area . The suitability of U.S. Coastal waters for Vibrio cholera also has Increased—By up to 99% in the northeast /C0And outbreaks in Shellﬁsh have become more common along the Gulf and Atlantic Coasts.83Consuming Undercooked, contaminated Shellﬁsh, and swimming in brackish waters in the warm months with a scrape in the skin can place children at risk for Vibriosis . warming temperatures have also been Asso-Ciated with more northward incidence of Non-Cholera Vibrio species that cause toxin Mediated Diarrheal disease . 84 Algal blooms in recreational waters are increasing and occurring at higher latitudes with contaminated runoff and climate Change.85Heavier Downpours Flush nutrients that feed algae from land, and warmer	Non-Cholera Vibrio species	SIMPLE_CHEMICAL	C1301951	Non-cholerae vibrio		T007	Bacterium	Non-cholerae vibrio (organism)	0.807	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
3RFUJF2boX	(Stari), anaplasmosis, and Ehrlichiosis, among Others/C0In the particular area . The suitability of U.S. Coastal waters for Vibrio cholera also has Increased—By up to 99% in the northeast /C0And outbreaks in Shellﬁsh have become more common along the Gulf and Atlantic Coasts.83Consuming Undercooked, contaminated Shellﬁsh, and swimming in brackish waters in the warm months with a scrape in the skin can place children at risk for Vibriosis . warming temperatures have also been Asso-Ciated with more northward incidence of Non-Cholera Vibrio species that cause toxin Mediated Diarrheal disease . 84 Algal blooms in recreational waters are increasing and occurring at higher latitudes with contaminated runoff and climate Change.85Heavier Downpours Flush nutrients that feed algae from land, and warmer	feed algae	ORGANISM	C0002028	Algae	Chlorophyll-containing, mainly aquatic eukaryotic organisms lacking true stems and roots and leaves.	T204	Eukaryote	ALGAE, alga, algae organisms, Algae (organism), algas, Algae, algae, Algae, NOS, Alga	0.786	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
39nqrVvXxu	Temperatures spur Algal growth . harmful Algal blooms are toxic to Aquatic organisms and Peoplewho may Ingest their toxins . 86Toxins also can Aerosolize and cause eye irritation, headaches and asthma Exacerbations.20 Pediatricians must be prepared to recognize illnesses from these exposures and others and to update their practice with the latest Evidence-Based recommendations . Pediatricians can monitor public service messages about emerging risks in their area and serve as ambassadors by encouraging families to access these alerts . At well child visits, updated information about local risks can be included with verbal or Writtenanticipatory guidance on outdoor safety . climate action in practice management by striving for more sustainable practice operations,	eye	ORGAN	C0015392	Eye	The organ of sight constituting a pair of globular organs made up of a three-layered roughly spherical structure specialized for receiving and responding to light.	T023	Body Part, Organ, or Organ Component	eyeball, Ocular, Bulbus oculi, Ophthalmology and Optometry, Ocular structure, Eyes, Eye, globe, Optic, Structure of eye proper (body structure), eyeballs, Eyeball structure, eyes, eye, Eyeball, ocular, EYE, Eye structure, Structure of eye proper, Ophthalmic, ?Eye, Eye, NOS, Oculus	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
39nqrVvXxu	Temperatures spur Algal growth . harmful Algal blooms are toxic to Aquatic organisms and Peoplewho may Ingest their toxins . 86Toxins also can Aerosolize and cause eye irritation, headaches and asthma Exacerbations.20 Pediatricians must be prepared to recognize illnesses from these exposures and others and to update their practice with the latest Evidence-Based recommendations . Pediatricians can monitor public service messages about emerging risks in their area and serve as ambassadors by encouraging families to access these alerts . At well child visits, updated information about local risks can be included with verbal or Writtenanticipatory guidance on outdoor safety . climate action in practice management by striving for more sustainable practice operations,	Exacerbations.20	ORGANISM								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
phuoJvoR2Z	Pediatricians can mitigate climate change and improve health today and for future generations . The U.S. Healthcare sector contributes roughly 10% of U.S. greenhouse gas Emissions.87Outpatient clinics use more energy per square foot than most commercial Buildings.88Global emissions reduction targets and Timelines require Rapidtransformation to cleaner Healthcare delivery . 89Practice management strategies that mitigate climate change can also Beneﬁt a practice ’ s bottom line . changing to led bulbs, installing smart Therm Ostats, and Unplugging electronic devices that are not in use are practical First steps . Some practices may be situated in areas where installation of solar panels is feasible or with options to purchase alternative energy, supporting transition of the energy	bulbs	TISSUE	C1449865	plant bulb		T002	Plant	Bulbs, Bulb, Plant, Plant Bulbs, bulbs, Bulbus, Bulb (substance), Bulb, Plant Bulb, Bulbs, Plant, bulb	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
QCspyrDKsg	Grid . Pediatric practice managers can consider energy commissioning and Prioritizing energy Efﬁciency in building renovation and Construction.90Pediatricians who work in facilities that serve food can petition for sustainable food Sourcing, more Vegetari an and Plant-Based options, and attention to reducing food Waste.91Alternative commuter programs for staff can be linked to wellness and Curr probl Pediatr Adolesc health care, June 2021 9	Construction.90Pediatricians	GENE_OR_GENE_PRODUCT								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
QCspyrDKsg	Grid . Pediatric practice managers can consider energy commissioning and Prioritizing energy Efﬁciency in building renovation and Construction.90Pediatricians who work in facilities that serve food can petition for sustainable food Sourcing, more Vegetari an and Plant-Based options, and attention to reducing food Waste.91Alternative commuter programs for staff can be linked to wellness and Curr probl Pediatr Adolesc health care, June 2021 9	Curr	SIMPLE_CHEMICAL								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DfWMPW8FVz	Burnout prevention while reducing the Ofﬁce ’ s carbon Footprint.89 resources from the Americancollege of physicians and Mygreen doctor provide the business case and practical steps for physicians to “ green ” the Ofﬁce setting . 92,93 Telemedicine visits, when clinically appropriate, improve care access for families who have transportation Difﬁculties or live far from clinics while reducing energy use and air pollution . Clinicians Newlyentering the workforce or changing employers may seek ways to align their personal values with their practice and consider Sustainability as part of their job search . Practice-Based Sustainability initiatives may aid in recruitment a N Dr E t E N t I O NW H I L EC O N t R I B U t I N GT Og L O B a Le f f O R t St or E D U C E	Ofﬁce ’ s carbon Footprint.89	ORGANISM	C2936449	Carbon Footprint	A measure of the total greenhouse gas emissions produced by an individual, organization, event, or product. It is measured in units of equivalent kilograms of CARBON DIOXIDE generated in a given time frame.	T069	Environmental Effect of Humans	Carbon Footprints, Footprints, Carbon, Footprint, Carbon	0.753	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DfWMPW8FVz	Burnout prevention while reducing the Ofﬁce ’ s carbon Footprint.89 resources from the Americancollege of physicians and Mygreen doctor provide the business case and practical steps for physicians to “ green ” the Ofﬁce setting . 92,93 Telemedicine visits, when clinically appropriate, improve care access for families who have transportation Difﬁculties or live far from clinics while reducing energy use and air pollution . Clinicians Newlyentering the workforce or changing employers may seek ways to align their personal values with their practice and consider Sustainability as part of their job search . Practice-Based Sustainability initiatives may aid in recruitment a N Dr E t E N t I O NW H I L EC O N t R I B U t I N GT Og L O B a Le f f O R t St or E D U C E	92,93	GENE_OR_GENE_PRODUCT								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DfWMPW8FVz	Burnout prevention while reducing the Ofﬁce ’ s carbon Footprint.89 resources from the Americancollege of physicians and Mygreen doctor provide the business case and practical steps for physicians to “ green ” the Ofﬁce setting . 92,93 Telemedicine visits, when clinically appropriate, improve care access for families who have transportation Difﬁculties or live far from clinics while reducing energy use and air pollution . Clinicians Newlyentering the workforce or changing employers may seek ways to align their personal values with their practice and consider Sustainability as part of their job search . Practice-Based Sustainability initiatives may aid in recruitment a N Dr E t E N t I O NW H I L EC O N t R I B U t I N GT Og L O B a Le f f O R t St or E D U C E	Le f f O R	SIMPLE_CHEMICAL	C0031453	phenylalanine	An essential aromatic amino acid that is a precursor of MELANIN; DOPAMINE; noradrenalin (NOREPINEPHRINE), and THYROXINE.	T116,T121,T123	Amino Acid, Peptide, or Protein,Pharmacologic Substance,Biologically Active Substance	Fenilalanina, L-phenylalanine, Product containing phenylalanine (medicinal product), Phenylalaninum, Phenylalanine (substance), Phenylalanine, PHE - phenylalanine, 3-phenyl-L-alanine, PHENYLALANINE, (S)-2-Amino-3-phenylpropionic acid, Phe, (S)-alpha-Amino-beta-phenylpropionic acid, Phenylalanine, L-Isomer, β-phenyl-L-alanine, L-Isomer Phenylalanine, phenylalanine, phe, l-phenylalanine, Phenylalanine-containing product, beta-Phenyl-L-alanine, F, Phenylalanine, L Isomer, L-Phenylalanine	0.768	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
DfWMPW8FVz	Burnout prevention while reducing the Ofﬁce ’ s carbon Footprint.89 resources from the Americancollege of physicians and Mygreen doctor provide the business case and practical steps for physicians to “ green ” the Ofﬁce setting . 92,93 Telemedicine visits, when clinically appropriate, improve care access for families who have transportation Difﬁculties or live far from clinics while reducing energy use and air pollution . Clinicians Newlyentering the workforce or changing employers may seek ways to align their personal values with their practice and consider Sustainability as part of their job search . Practice-Based Sustainability initiatives may aid in recruitment a N Dr E t E N t I O NW H I L EC O N t R I B U t I N GT Og L O B a Le f f O R t St or E D U C E	E D U C	GENE_OR_GENE_PRODUCT	C0456683	U/day		T081	Quantitative Concept	U/d, Unit/day, d u, unit/day, Unit/day (qualifier value), u/day, u d	0.784	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
cuDvtpRM4Y	Emissions . as an example, Over-Prescription of medication and Non-Adherence to prescribed Regimens contribute to global carbon emissions and Healthcare waste . 94Practices may choose quality improvement projects on Sustainability topics such as investigating Prescribing practices and avoiding unnecessary Reﬁlls . Finally, practices Operat-Ing as small businesses should consider disaster insurance to guard against protracted disruptions in operations due to extreme weather events . The leading role of Pediatricians in climate action the AAP was the First medical organization to put forward a policy statement on climate Change.95 Pediatricians have been among the First Healthcare professionals to express concern about the health effects of climate change and the need to take actions	Change.95	SIMPLE_CHEMICAL								/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rnsEEESbC5	Against it . climate change disproportionately Harms children, our patients . We understand the vital importance of prevention and the Beneﬁts of establishing good health practices early in life towards ensuring that children achieve their full potential . The alignment of Pediatricians ’ clinical responsibilities with climate action is clear and compelling . Although the scope of the problem may seem daunting and the actions of any individual practice may Appearsmall, Pediatricians have outsized Inﬂuence on how children, families and communities understand climate change and the urgent need to combat it . opportunities for engaging patients and families exist during Routinewell visits and other visits . thousands of these Visits—And Opportunities—Occur on any	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rnsEEESbC5	Against it . climate change disproportionately Harms children, our patients . We understand the vital importance of prevention and the Beneﬁts of establishing good health practices early in life towards ensuring that children achieve their full potential . The alignment of Pediatricians ’ clinical responsibilities with climate action is clear and compelling . Although the scope of the problem may seem daunting and the actions of any individual practice may Appearsmall, Pediatricians have outsized Inﬂuence on how children, families and communities understand climate change and the urgent need to combat it . opportunities for engaging patients and families exist during Routinewell visits and other visits . thousands of these Visits—And Opportunities—Occur on any	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rnsEEESbC5	Against it . climate change disproportionately Harms children, our patients . We understand the vital importance of prevention and the Beneﬁts of establishing good health practices early in life towards ensuring that children achieve their full potential . The alignment of Pediatricians ’ clinical responsibilities with climate action is clear and compelling . Although the scope of the problem may seem daunting and the actions of any individual practice may Appearsmall, Pediatricians have outsized Inﬂuence on how children, families and communities understand climate change and the urgent need to combat it . opportunities for engaging patients and families exist during Routinewell visits and other visits . thousands of these Visits—And Opportunities—Occur on any	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rnsEEESbC5	Against it . climate change disproportionately Harms children, our patients . We understand the vital importance of prevention and the Beneﬁts of establishing good health practices early in life towards ensuring that children achieve their full potential . The alignment of Pediatricians ’ clinical responsibilities with climate action is clear and compelling . Although the scope of the problem may seem daunting and the actions of any individual practice may Appearsmall, Pediatricians have outsized Inﬂuence on how children, families and communities understand climate change and the urgent need to combat it . opportunities for engaging patients and families exist during Routinewell visits and other visits . thousands of these Visits—And Opportunities—Occur on any	children	ORGANISM	C0008059	Child	A person 6 to 12 years of age. An individual 2 to 5 years old is CHILD, PRESCHOOL.	T100	Age Group	Childhood age person (person), Children, CHILD, Children (0-21), Childhood age person, Child, NOS, children, child, Child Youth, 0-11 years old, Child (person), Child	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
rnsEEESbC5	Against it . climate change disproportionately Harms children, our patients . We understand the vital importance of prevention and the Beneﬁts of establishing good health practices early in life towards ensuring that children achieve their full potential . The alignment of Pediatricians ’ clinical responsibilities with climate action is clear and compelling . Although the scope of the problem may seem daunting and the actions of any individual practice may Appearsmall, Pediatricians have outsized Inﬂuence on how children, families and communities understand climate change and the urgent need to combat it . opportunities for engaging patients and families exist during Routinewell visits and other visits . thousands of these Visits—And Opportunities—Occur on any	patients	ORGANISM	C0030705	Patients	Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.	T101	Patient or Disabled Group	patients, patient, Patient, Patient (person), *^patient, ^Patient, Patients	1.0	/Users/rsgoncalves/Documents/Harvard/Workspace/sbert-scispacy-interfaces/data/1-s2.0-S1538544221000821-main.pdf
